Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2022-02-15-voorlopig-55-commissie-ic699x	ParlaMint-BE_2022-02-15-voorlopig-55-commissie-ic699x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-02-2022	2022-02-15	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	WilmèsSophie	Wilmès, Sophie	F	1975	
ParlaMint-BE-en_2022-02-15-voorlopig-55-commissie-ic699x	ParlaMint-BE_2022-02-15-voorlopig-55-commissie-ic699x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-02-2022	2022-02-15	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2022-02-15-voorlopig-55-commissie-ic699x	ParlaMint-BE_2022-02-15-voorlopig-55-commissie-ic699x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-02-2022	2022-02-15	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	WilmèsSophie	Wilmès, Sophie	F	1975	
ParlaMint-BE-en_2022-02-15-voorlopig-55-commissie-ic699x	ParlaMint-BE_2022-02-15-voorlopig-55-commissie-ic699x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-02-2022	2022-02-15	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	DedonderLudivine	Dedonder, Ludivine	F	1977	
ParlaMint-BE-en_2022-02-15-voorlopig-55-commissie-ic699x	ParlaMint-BE_2022-02-15-voorlopig-55-commissie-ic699x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-02-2022	2022-02-15	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2022-02-15-voorlopig-55-commissie-ic699x	ParlaMint-BE_2022-02-15-voorlopig-55-commissie-ic699x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-02-2022	2022-02-15	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	KitirMeryame	Kitir, Meryame	F	1980	
ParlaMint-BE-en_2022-02-15-voorlopig-55-commissie-ic699x	ParlaMint-BE_2022-02-15-voorlopig-55-commissie-ic699x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-02-2022	2022-02-15	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2022-02-15-voorlopig-55-commissie-ic699x	ParlaMint-BE_2022-02-15-voorlopig-55-commissie-ic699x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-02-2022	2022-02-15	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	FranckenTheo	Francken, Theo	M	1978	
ParlaMint-BE-en_2022-02-15-voorlopig-55-commissie-ic699x	ParlaMint-BE_2022-02-15-voorlopig-55-commissie-ic699x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-02-2022	2022-02-15	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2022-02-15-voorlopig-55-commissie-ic699x	ParlaMint-BE_2022-02-15-voorlopig-55-commissie-ic699x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-02-2022	2022-02-15	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	DéFi	Démocrate Fédéraliste Indépendant	Opposition	Centre to centre-right	DeSmetFrançois	De Smet, François	M	1977	
