Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Coalition	Centre-left to left	LeroyMarieColline	Leroy, Marie-Colline	F	1984	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Coalition	Centre-left to left	LeroyMarieColline	Leroy, Marie-Colline	F	1984	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Coalition	Centre-left to left	LeroyMarieColline	Leroy, Marie-Colline	F	1984	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Coalition	Centre-left to left	LeroyMarieColline	Leroy, Marie-Colline	F	1984	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	LanjriNahima	Lanjri, Nahima	F	1968	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	LanjriNahima	Lanjri, Nahima	F	1968	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Coalition	Centre-left to left	LeroyMarieColline	Leroy, Marie-Colline	F	1984	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Coalition	Centre-left to left	LeroyMarieColline	Leroy, Marie-Colline	F	1984	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	LanjriNahima	Lanjri, Nahima	F	1968	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	LanjriNahima	Lanjri, Nahima	F	1968	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	ColebundersGaby	Colebunders, Gaby	M	1972	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	ColebundersGaby	Colebunders, Gaby	M	1972	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u18	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	ColebundersGaby	Colebunders, Gaby	M	1972	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u19	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-03-09-voorlopig-55-commissie-ic718x	ParlaMint-BE_2022-03-09-voorlopig-55-commissie-ic718x.u20	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2022	2022-03-09	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	ColebundersGaby	Colebunders, Gaby	M	1972	
