Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2020-07-02-tweedekamer-82	ParlaMint-NL_2020-07-02-tweedekamer-82.u1	Report of the meeting of the Dutch Lower House, Meeting 91, Session 82 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 82	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-82	ParlaMint-NL_2020-07-02-tweedekamer-82.u2	Report of the meeting of the Dutch Lower House, Meeting 91, Session 82 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 82	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	ChrisStoffer	Stoffer, Chris	M	1974	
ParlaMint-NL-en_2020-07-02-tweedekamer-82	ParlaMint-NL_2020-07-02-tweedekamer-82.u3	Report of the meeting of the Dutch Lower House, Meeting 91, Session 82 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 82	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
