Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2020-06-02-eerstekamer-6	ParlaMint-NL_2020-06-02-eerstekamer-6.u1	Report of the meeting of the Dutch Upper House, Meeting 29, Session 6 (2020-06-02)	2020-06-02	Upper house	Meeting of the 36th Eerste Kamer	Session 6	Meeting 29	Sitting 2020-06-02	-	COVID	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2020-06-02-eerstekamer-6	ParlaMint-NL_2020-06-02-eerstekamer-6.u2	Report of the meeting of the Dutch Upper House, Meeting 29, Session 6 (2020-06-02)	2020-06-02	Upper house	Meeting of the 36th Eerste Kamer	Session 6	Meeting 29	Sitting 2020-06-02	-	COVID	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2020-06-02-eerstekamer-6	ParlaMint-NL_2020-06-02-eerstekamer-6.u3	Report of the meeting of the Dutch Upper House, Meeting 29, Session 6 (2020-06-02)	2020-06-02	Upper house	Meeting of the 36th Eerste Kamer	Session 6	Meeting 29	Sitting 2020-06-02	-	COVID	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	MarjoleinFaber-vandeKlashorst	Faber-van de Klashorst, Marjolein	F	1960	
ParlaMint-NL-en_2020-06-02-eerstekamer-6	ParlaMint-NL_2020-06-02-eerstekamer-6.u4	Report of the meeting of the Dutch Upper House, Meeting 29, Session 6 (2020-06-02)	2020-06-02	Upper house	Meeting of the 36th Eerste Kamer	Session 6	Meeting 29	Sitting 2020-06-02	-	COVID	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2020-06-02-eerstekamer-6	ParlaMint-NL_2020-06-02-eerstekamer-6.u5	Report of the meeting of the Dutch Upper House, Meeting 29, Session 6 (2020-06-02)	2020-06-02	Upper house	Meeting of the 36th Eerste Kamer	Session 6	Meeting 29	Sitting 2020-06-02	-	COVID	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
