Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2020-02-11-eerstekamer-8	ParlaMint-NL_2020-02-11-eerstekamer-8.u1	Report of the meeting of the Dutch Upper House, Meeting 20, Session 8 (2020-02-11)	2020-02-11	Upper house	Meeting of the 36th Eerste Kamer	Session 8	Meeting 20	Sitting 2020-02-11	-	COVID	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2020-02-11-eerstekamer-8	ParlaMint-NL_2020-02-11-eerstekamer-8.u2	Report of the meeting of the Dutch Upper House, Meeting 20, Session 8 (2020-02-11)	2020-02-11	Upper house	Meeting of the 36th Eerste Kamer	Session 8	Meeting 20	Sitting 2020-02-11	-	COVID	English	Regular	MP	notMinister	FvD	Forum voor Democratie	Opposition	Far-right	PaulCliteur	Cliteur, Paul	M	1955	
ParlaMint-NL-en_2020-02-11-eerstekamer-8	ParlaMint-NL_2020-02-11-eerstekamer-8.u3	Report of the meeting of the Dutch Upper House, Meeting 20, Session 8 (2020-02-11)	2020-02-11	Upper house	Meeting of the 36th Eerste Kamer	Session 8	Meeting 20	Sitting 2020-02-11	-	COVID	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2020-02-11-eerstekamer-8	ParlaMint-NL_2020-02-11-eerstekamer-8.u4	Report of the meeting of the Dutch Upper House, Meeting 20, Session 8 (2020-02-11)	2020-02-11	Upper house	Meeting of the 36th Eerste Kamer	Session 8	Meeting 20	Sitting 2020-02-11	-	COVID	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AtzoNicolaï	Nicolaï, Atzo	M	1960	
ParlaMint-NL-en_2020-02-11-eerstekamer-8	ParlaMint-NL_2020-02-11-eerstekamer-8.u5	Report of the meeting of the Dutch Upper House, Meeting 20, Session 8 (2020-02-11)	2020-02-11	Upper house	Meeting of the 36th Eerste Kamer	Session 8	Meeting 20	Sitting 2020-02-11	-	COVID	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2020-02-11-eerstekamer-8	ParlaMint-NL_2020-02-11-eerstekamer-8.u6	Report of the meeting of the Dutch Upper House, Meeting 20, Session 8 (2020-02-11)	2020-02-11	Upper house	Meeting of the 36th Eerste Kamer	Session 8	Meeting 20	Sitting 2020-02-11	-	COVID	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AtzoNicolaï	Nicolaï, Atzo	M	1960	
ParlaMint-NL-en_2020-02-11-eerstekamer-8	ParlaMint-NL_2020-02-11-eerstekamer-8.u7	Report of the meeting of the Dutch Upper House, Meeting 20, Session 8 (2020-02-11)	2020-02-11	Upper house	Meeting of the 36th Eerste Kamer	Session 8	Meeting 20	Sitting 2020-02-11	-	COVID	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
