Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2006-10-24-lower	ParlaMint-NO_2006-10-24-lower.ana.ud2476e25	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-10-24	2006-10-24	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-10-24	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2006-10-24-lower	ParlaMint-NO_2006-10-24-lower.ana.ud2476e28	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-10-24	2006-10-24	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-10-24	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.ODDØ	Dørum, Odd Einar	M	1943	
ParlaMint-NO-en_2006-10-24-lower	ParlaMint-NO_2006-10-24-lower.ana.ud2476e33	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-10-24	2006-10-24	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-10-24	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
