Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2006-05-11-lower	ParlaMint-NO_2006-05-11-lower.ana.ud1418e42	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-05-11	2006-05-11	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-05-11	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2006-05-11-lower	ParlaMint-NO_2006-05-11-lower.ana.ud1418e56	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-05-11	2006-05-11	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-05-11	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2006-05-11-lower	ParlaMint-NO_2006-05-11-lower.ana.ud1418e284	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-05-11	2006-05-11	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-05-11	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2006-05-11-lower	ParlaMint-NO_2006-05-11-lower.ana.ud1418e294	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-05-11	2006-05-11	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-05-11	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
