Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2006-10-19-lower	ParlaMint-NO_2006-10-19-lower.ana.ud1316e37	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-10-19	2006-10-19	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-10-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2006-10-19-lower	ParlaMint-NO_2006-10-19-lower.ana.ud1316e44	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-10-19	2006-10-19	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-10-19	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BHI	Hildeng, Britt	F	1943	
ParlaMint-NO-en_2006-10-19-lower	ParlaMint-NO_2006-10-19-lower.ana.ud1316e72	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-10-19	2006-10-19	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-10-19	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.KSW	Woldseth, Karin S.	F	1954	
ParlaMint-NO-en_2006-10-19-lower	ParlaMint-NO_2006-10-19-lower.ana.ud1316e95	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-10-19	2006-10-19	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-10-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2006-10-19-lower	ParlaMint-NO_2006-10-19-lower.ana.ud1316e110	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-10-19	2006-10-19	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-10-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2006-10-19-lower	ParlaMint-NO_2006-10-19-lower.ana.ud1316e118	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-10-19	2006-10-19	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-10-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2006-10-19-lower	ParlaMint-NO_2006-10-19-lower.ana.ud1316e997	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-10-19	2006-10-19	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-10-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2006-10-19-lower	ParlaMint-NO_2006-10-19-lower.ana.ud1316e1010	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-10-19	2006-10-19	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-10-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2006-10-19-lower	ParlaMint-NO_2006-10-19-lower.ana.ud1316e1024	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-10-19	2006-10-19	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-10-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2006-10-19-lower	ParlaMint-NO_2006-10-19-lower.ana.ud1316e1035	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-10-19	2006-10-19	Lower house	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-10-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
