Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2006-11-09	ParlaMint-NO_2006-11-09.ana.ud1184e49	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-11-09	2006-11-09	Unicameralism	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-11-09	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2006-11-09	ParlaMint-NO_2006-11-09.ana.ud1184e65	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-11-09	2006-11-09	Unicameralism	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-11-09	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2006-11-09	ParlaMint-NO_2006-11-09.ana.ud1184e81	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-11-09	2006-11-09	Unicameralism	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-11-09	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2006-11-09	ParlaMint-NO_2006-11-09.ana.ud1184e89	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-11-09	2006-11-09	Unicameralism	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-11-09	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2006-11-09	ParlaMint-NO_2006-11-09.ana.ud1184e145	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2006-2007, Sitting day 2006-11-09	2006-11-09	Unicameralism	Term 2005-2009	Session 2006-2007	-	Sitting day 2006-11-09	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
