Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2006-06-06	ParlaMint-NO_2006-06-06.ana.ud2121e26	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-06-06	2006-06-06	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-06-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_2006-06-06	ParlaMint-NO_2006-06-06.ana.ud2121e62	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-06-06	2006-06-06	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-06-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_2006-06-06	ParlaMint-NO_2006-06-06.ana.ud2121e68	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-06-06	2006-06-06	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-06-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_2006-06-06	ParlaMint-NO_2006-06-06.ana.ud2121e89	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-06-06	2006-06-06	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-06-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_2006-06-06	ParlaMint-NO_2006-06-06.ana.ud2121e97	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-06-06	2006-06-06	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-06-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_2006-06-06	ParlaMint-NO_2006-06-06.ana.ud2121e219	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-06-06	2006-06-06	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-06-06	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
