Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2006-06-01-upper	ParlaMint-NO_2006-06-01-upper.ana.ud1876e47	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-06-01	2006-06-01	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-06-01	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2006-06-01-upper	ParlaMint-NO_2006-06-01-upper.ana.ud1876e61	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-06-01	2006-06-01	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-06-01	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2006-06-01-upper	ParlaMint-NO_2006-06-01-upper.ana.ud1876e77	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-06-01	2006-06-01	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-06-01	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2006-06-01-upper	ParlaMint-NO_2006-06-01-upper.ana.ud1876e93	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-06-01	2006-06-01	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-06-01	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
