Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-09-14-ps2017-118-01-003-003	ParlaMint-CZ_2021-09-14-ps2017-118-01-003-003.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-14	2021-09-14	Lower house	ps2017	-	ps2017/118	ps2017/118/01	ps2017/118/003	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-09-14-ps2017-118-01-003-003	ParlaMint-CZ_2021-09-14-ps2017-118-01-003-003.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-14	2021-09-14	Lower house	ps2017	-	ps2017/118	ps2017/118/01	ps2017/118/003	COVID	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RichardBrabec.1966	Brabec, Richard	M	1966	
ParlaMint-CZ-en_2021-09-14-ps2017-118-01-003-003	ParlaMint-CZ_2021-09-14-ps2017-118-01-003-003.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-14	2021-09-14	Lower house	ps2017	-	ps2017/118	ps2017/118/01	ps2017/118/003	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-09-14-ps2017-118-01-003-003	ParlaMint-CZ_2021-09-14-ps2017-118-01-003-003.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-14	2021-09-14	Lower house	ps2017	-	ps2017/118	ps2017/118/01	ps2017/118/003	COVID	English	Guest	MP	notMinister	-	-	-	-	ZdenekNytra	Nytra, Zdeněk	M	-	
ParlaMint-CZ-en_2021-09-14-ps2017-118-01-003-003	ParlaMint-CZ_2021-09-14-ps2017-118-01-003-003.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-14	2021-09-14	Lower house	ps2017	-	ps2017/118	ps2017/118/01	ps2017/118/003	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-09-14-ps2017-118-01-003-003	ParlaMint-CZ_2021-09-14-ps2017-118-01-003-003.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-14	2021-09-14	Lower house	ps2017	-	ps2017/118	ps2017/118/01	ps2017/118/003	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	OndrejBabka.1994	Babka, Ondřej	M	1994	
ParlaMint-CZ-en_2021-09-14-ps2017-118-01-003-003	ParlaMint-CZ_2021-09-14-ps2017-118-01-003-003.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-14	2021-09-14	Lower house	ps2017	-	ps2017/118	ps2017/118/01	ps2017/118/003	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-09-14-ps2017-118-01-003-003	ParlaMint-CZ_2021-09-14-ps2017-118-01-003-003.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-14	2021-09-14	Lower house	ps2017	-	ps2017/118	ps2017/118/01	ps2017/118/003	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	DanaBalcarova.1960	Balcarová, Dana	F	1960	
ParlaMint-CZ-en_2021-09-14-ps2017-118-01-003-003	ParlaMint-CZ_2021-09-14-ps2017-118-01-003-003.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-14	2021-09-14	Lower house	ps2017	-	ps2017/118	ps2017/118/01	ps2017/118/003	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-09-14-ps2017-118-01-003-003	ParlaMint-CZ_2021-09-14-ps2017-118-01-003-003.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-14	2021-09-14	Lower house	ps2017	-	ps2017/118	ps2017/118/01	ps2017/118/003	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
ParlaMint-CZ-en_2021-09-14-ps2017-118-01-003-003	ParlaMint-CZ_2021-09-14-ps2017-118-01-003-003.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-14	2021-09-14	Lower house	ps2017	-	ps2017/118	ps2017/118/01	ps2017/118/003	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
