Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	HanaAulickaJirovcova.1981	Aulická Jírovcová, Hana	F	1981	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	KaterinaValachova.1976	Valachová, Kateřina	F	1976	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Opposition	Centre to centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBeitl.1966	Beitl, Petr	M	1966	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	AlenaGajduskova.1954	Gajdůšková, Alena	F	1954	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u12	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u13	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	HelenaLangsadlova.1963	Langšádlová, Helena	F	1963	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u14	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u15	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u16	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u17	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanBauer.1969	Bauer, Jan	M	1969	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-003-332	ParlaMint-CZ_2021-03-05-ps2017-087-04-003-332.u18	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/332	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
