Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-02-09-ps2017-079-07-005-500	ParlaMint-CZ_2021-02-09-ps2017-079-07-005-500.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-02-09	2021-02-09	Lower house	ps2017	-	ps2017/079	ps2017/079/07	ps2017/079/500	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-02-09-ps2017-079-07-005-500	ParlaMint-CZ_2021-02-09-ps2017-079-07-005-500.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-02-09	2021-02-09	Lower house	ps2017	-	ps2017/079	ps2017/079/07	ps2017/079/500	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2021-02-09-ps2017-079-07-005-500	ParlaMint-CZ_2021-02-09-ps2017-079-07-005-500.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-02-09	2021-02-09	Lower house	ps2017	-	ps2017/079	ps2017/079/07	ps2017/079/500	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-02-09-ps2017-079-07-005-500	ParlaMint-CZ_2021-02-09-ps2017-079-07-005-500.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-02-09	2021-02-09	Lower house	ps2017	-	ps2017/079	ps2017/079/07	ps2017/079/500	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2021-02-09-ps2017-079-07-005-500	ParlaMint-CZ_2021-02-09-ps2017-079-07-005-500.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-02-09	2021-02-09	Lower house	ps2017	-	ps2017/079	ps2017/079/07	ps2017/079/500	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-02-09-ps2017-079-07-005-500	ParlaMint-CZ_2021-02-09-ps2017-079-07-005-500.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-02-09	2021-02-09	Lower house	ps2017	-	ps2017/079	ps2017/079/07	ps2017/079/500	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2021-02-09-ps2017-079-07-005-500	ParlaMint-CZ_2021-02-09-ps2017-079-07-005-500.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-02-09	2021-02-09	Lower house	ps2017	-	ps2017/079	ps2017/079/07	ps2017/079/500	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-02-09-ps2017-079-07-005-500	ParlaMint-CZ_2021-02-09-ps2017-079-07-005-500.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-02-09	2021-02-09	Lower house	ps2017	-	ps2017/079	ps2017/079/07	ps2017/079/500	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2021-02-09-ps2017-079-07-005-500	ParlaMint-CZ_2021-02-09-ps2017-079-07-005-500.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-02-09	2021-02-09	Lower house	ps2017	-	ps2017/079	ps2017/079/07	ps2017/079/500	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-02-09-ps2017-079-07-005-500	ParlaMint-CZ_2021-02-09-ps2017-079-07-005-500.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-02-09	2021-02-09	Lower house	ps2017	-	ps2017/079	ps2017/079/07	ps2017/079/500	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2021-02-09-ps2017-079-07-005-500	ParlaMint-CZ_2021-02-09-ps2017-079-07-005-500.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-02-09	2021-02-09	Lower house	ps2017	-	ps2017/079	ps2017/079/07	ps2017/079/500	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-02-09-ps2017-079-07-005-500	ParlaMint-CZ_2021-02-09-ps2017-079-07-005-500.u12	Parliament of the Czech Republic, Chamber of Deputies, 2021-02-09	2021-02-09	Lower house	ps2017	-	ps2017/079	ps2017/079/07	ps2017/079/500	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
