Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-04-14-ps2017-098-02-008-336	ParlaMint-CZ_2021-04-14-ps2017-098-02-008-336.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-14	2021-04-14	Lower house	ps2017	-	ps2017/098	ps2017/098/02	ps2017/098/336	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-04-14-ps2017-098-02-008-336	ParlaMint-CZ_2021-04-14-ps2017-098-02-008-336.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-14	2021-04-14	Lower house	ps2017	-	ps2017/098	ps2017/098/02	ps2017/098/336	COVID	English	Regular	notMP	Minister	-	-	-	-	MarieBenesova.1948	Benešová, Marie	F	1948	
ParlaMint-CZ-en_2021-04-14-ps2017-098-02-008-336	ParlaMint-CZ_2021-04-14-ps2017-098-02-008-336.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-14	2021-04-14	Lower house	ps2017	-	ps2017/098	ps2017/098/02	ps2017/098/336	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-04-14-ps2017-098-02-008-336	ParlaMint-CZ_2021-04-14-ps2017-098-02-008-336.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-14	2021-04-14	Lower house	ps2017	-	ps2017/098	ps2017/098/02	ps2017/098/336	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2021-04-14-ps2017-098-02-008-336	ParlaMint-CZ_2021-04-14-ps2017-098-02-008-336.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-14	2021-04-14	Lower house	ps2017	-	ps2017/098	ps2017/098/02	ps2017/098/336	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-04-14-ps2017-098-02-008-336	ParlaMint-CZ_2021-04-14-ps2017-098-02-008-336.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-14	2021-04-14	Lower house	ps2017	-	ps2017/098	ps2017/098/02	ps2017/098/336	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2021-04-14-ps2017-098-02-008-336	ParlaMint-CZ_2021-04-14-ps2017-098-02-008-336.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-14	2021-04-14	Lower house	ps2017	-	ps2017/098	ps2017/098/02	ps2017/098/336	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-04-14-ps2017-098-02-008-336	ParlaMint-CZ_2021-04-14-ps2017-098-02-008-336.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-14	2021-04-14	Lower house	ps2017	-	ps2017/098	ps2017/098/02	ps2017/098/336	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	PavelKovacik.1955	Kováčik, Pavel	M	1955	
ParlaMint-CZ-en_2021-04-14-ps2017-098-02-008-336	ParlaMint-CZ_2021-04-14-ps2017-098-02-008-336.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-14	2021-04-14	Lower house	ps2017	-	ps2017/098	ps2017/098/02	ps2017/098/336	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-04-14-ps2017-098-02-008-336	ParlaMint-CZ_2021-04-14-ps2017-098-02-008-336.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-14	2021-04-14	Lower house	ps2017	-	ps2017/098	ps2017/098/02	ps2017/098/336	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2021-04-14-ps2017-098-02-008-336	ParlaMint-CZ_2021-04-14-ps2017-098-02-008-336.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-14	2021-04-14	Lower house	ps2017	-	ps2017/098	ps2017/098/02	ps2017/098/336	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
