Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-007-005	ParlaMint-CZ_2021-11-23-ps2021-002-01-007-005.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/005	COVID	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	-	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-007-005	ParlaMint-CZ_2021-11-23-ps2021-002-01-007-005.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/005	COVID	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	-	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-007-005	ParlaMint-CZ_2021-11-23-ps2021-002-01-007-005.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/005	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	-	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-007-005	ParlaMint-CZ_2021-11-23-ps2021-002-01-007-005.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/005	COVID	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	-	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
