Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-05-07-ps2017-098-12-002-999	ParlaMint-CZ_2021-05-07-ps2017-098-12-002-999.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-07	2021-05-07	Lower house	ps2017	-	ps2017/098	ps2017/098/12	ps2017/098/999	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-05-07-ps2017-098-12-002-999	ParlaMint-CZ_2021-05-07-ps2017-098-12-002-999.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-07	2021-05-07	Lower house	ps2017	-	ps2017/098	ps2017/098/12	ps2017/098/999	COVID	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2021-05-07-ps2017-098-12-002-999	ParlaMint-CZ_2021-05-07-ps2017-098-12-002-999.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-07	2021-05-07	Lower house	ps2017	-	ps2017/098	ps2017/098/12	ps2017/098/999	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-05-07-ps2017-098-12-002-999	ParlaMint-CZ_2021-05-07-ps2017-098-12-002-999.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-07	2021-05-07	Lower house	ps2017	-	ps2017/098	ps2017/098/12	ps2017/098/999	COVID	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LubomirZaoralek.1956	Zaorálek, Lubomír	M	1956	
ParlaMint-CZ-en_2021-05-07-ps2017-098-12-002-999	ParlaMint-CZ_2021-05-07-ps2017-098-12-002-999.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-07	2021-05-07	Lower house	ps2017	-	ps2017/098	ps2017/098/12	ps2017/098/999	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-05-07-ps2017-098-12-002-999	ParlaMint-CZ_2021-05-07-ps2017-098-12-002-999.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-07	2021-05-07	Lower house	ps2017	-	ps2017/098	ps2017/098/12	ps2017/098/999	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	DanaBalcarova.1960	Balcarová, Dana	F	1960	
ParlaMint-CZ-en_2021-05-07-ps2017-098-12-002-999	ParlaMint-CZ_2021-05-07-ps2017-098-12-002-999.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-07	2021-05-07	Lower house	ps2017	-	ps2017/098	ps2017/098/12	ps2017/098/999	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-05-07-ps2017-098-12-002-999	ParlaMint-CZ_2021-05-07-ps2017-098-12-002-999.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-07	2021-05-07	Lower house	ps2017	-	ps2017/098	ps2017/098/12	ps2017/098/999	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2021-05-07-ps2017-098-12-002-999	ParlaMint-CZ_2021-05-07-ps2017-098-12-002-999.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-07	2021-05-07	Lower house	ps2017	-	ps2017/098	ps2017/098/12	ps2017/098/999	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-05-07-ps2017-098-12-002-999	ParlaMint-CZ_2021-05-07-ps2017-098-12-002-999.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-07	2021-05-07	Lower house	ps2017	-	ps2017/098	ps2017/098/12	ps2017/098/999	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2021-05-07-ps2017-098-12-002-999	ParlaMint-CZ_2021-05-07-ps2017-098-12-002-999.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-07	2021-05-07	Lower house	ps2017	-	ps2017/098	ps2017/098/12	ps2017/098/999	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
