Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-001-345	ParlaMint-CZ_2021-04-23-ps2017-098-08-001-345.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/345	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-001-345	ParlaMint-CZ_2021-04-23-ps2017-098-08-001-345.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/345	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	VojtechMunzar.1976	Munzar, Vojtěch	M	1976	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-001-345	ParlaMint-CZ_2021-04-23-ps2017-098-08-001-345.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/345	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-001-345	ParlaMint-CZ_2021-04-23-ps2017-098-08-001-345.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/345	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RomanKubicek.1963	Kubíček, Roman	M	1963	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-001-345	ParlaMint-CZ_2021-04-23-ps2017-098-08-001-345.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/345	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-001-345	ParlaMint-CZ_2021-04-23-ps2017-098-08-001-345.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/345	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-001-345	ParlaMint-CZ_2021-04-23-ps2017-098-08-001-345.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/345	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanChvojka.1980	Chvojka, Jan	M	1980	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-001-345	ParlaMint-CZ_2021-04-23-ps2017-098-08-001-345.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/345	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-001-345	ParlaMint-CZ_2021-04-23-ps2017-098-08-001-345.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/345	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	VojtechMunzar.1976	Munzar, Vojtěch	M	1976	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-001-345	ParlaMint-CZ_2021-04-23-ps2017-098-08-001-345.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/345	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-001-345	ParlaMint-CZ_2021-04-23-ps2017-098-08-001-345.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/345	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JiriBlaha.1961	Bláha, Jiří	M	1961	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-001-345	ParlaMint-CZ_2021-04-23-ps2017-098-08-001-345.u12	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/345	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
