Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-04-21-ps2017-098-06-004-499	ParlaMint-CZ_2021-04-21-ps2017-098-06-004-499.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-21	2021-04-21	Lower house	ps2017	-	ps2017/098	ps2017/098/06	ps2017/098/499	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-04-21-ps2017-098-06-004-499	ParlaMint-CZ_2021-04-21-ps2017-098-06-004-499.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-21	2021-04-21	Lower house	ps2017	-	ps2017/098	ps2017/098/06	ps2017/098/499	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JaroslavHolik.1953	Holík, Jaroslav	M	1953	
ParlaMint-CZ-en_2021-04-21-ps2017-098-06-004-499	ParlaMint-CZ_2021-04-21-ps2017-098-06-004-499.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-21	2021-04-21	Lower house	ps2017	-	ps2017/098	ps2017/098/06	ps2017/098/499	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-04-21-ps2017-098-06-004-499	ParlaMint-CZ_2021-04-21-ps2017-098-06-004-499.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-21	2021-04-21	Lower house	ps2017	-	ps2017/098	ps2017/098/06	ps2017/098/499	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2021-04-21-ps2017-098-06-004-499	ParlaMint-CZ_2021-04-21-ps2017-098-06-004-499.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-21	2021-04-21	Lower house	ps2017	-	ps2017/098	ps2017/098/06	ps2017/098/499	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-04-21-ps2017-098-06-004-499	ParlaMint-CZ_2021-04-21-ps2017-098-06-004-499.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-21	2021-04-21	Lower house	ps2017	-	ps2017/098	ps2017/098/06	ps2017/098/499	COVID	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RichardBrabec.1966	Brabec, Richard	M	1966	
ParlaMint-CZ-en_2021-04-21-ps2017-098-06-004-499	ParlaMint-CZ_2021-04-21-ps2017-098-06-004-499.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-21	2021-04-21	Lower house	ps2017	-	ps2017/098	ps2017/098/06	ps2017/098/499	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-04-21-ps2017-098-06-004-499	ParlaMint-CZ_2021-04-21-ps2017-098-06-004-499.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-21	2021-04-21	Lower house	ps2017	-	ps2017/098	ps2017/098/06	ps2017/098/499	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2021-04-21-ps2017-098-06-004-499	ParlaMint-CZ_2021-04-21-ps2017-098-06-004-499.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-21	2021-04-21	Lower house	ps2017	-	ps2017/098	ps2017/098/06	ps2017/098/499	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-04-21-ps2017-098-06-004-499	ParlaMint-CZ_2021-04-21-ps2017-098-06-004-499.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-21	2021-04-21	Lower house	ps2017	-	ps2017/098	ps2017/098/06	ps2017/098/499	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	IvanAdamec.1960	Adamec, Ivan	M	1960	
ParlaMint-CZ-en_2021-04-21-ps2017-098-06-004-499	ParlaMint-CZ_2021-04-21-ps2017-098-06-004-499.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-21	2021-04-21	Lower house	ps2017	-	ps2017/098	ps2017/098/06	ps2017/098/499	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
