Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-04-22-ps2017-098-07-001-526	ParlaMint-CZ_2021-04-22-ps2017-098-07-001-526.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-22	2021-04-22	Lower house	ps2017	-	ps2017/098	ps2017/098/07	ps2017/098/526	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-04-22-ps2017-098-07-001-526	ParlaMint-CZ_2021-04-22-ps2017-098-07-001-526.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-22	2021-04-22	Lower house	ps2017	-	ps2017/098	ps2017/098/07	ps2017/098/526	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2021-04-22-ps2017-098-07-001-526	ParlaMint-CZ_2021-04-22-ps2017-098-07-001-526.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-22	2021-04-22	Lower house	ps2017	-	ps2017/098	ps2017/098/07	ps2017/098/526	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-04-22-ps2017-098-07-001-526	ParlaMint-CZ_2021-04-22-ps2017-098-07-001-526.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-22	2021-04-22	Lower house	ps2017	-	ps2017/098	ps2017/098/07	ps2017/098/526	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-04-22-ps2017-098-07-001-526	ParlaMint-CZ_2021-04-22-ps2017-098-07-001-526.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-22	2021-04-22	Lower house	ps2017	-	ps2017/098	ps2017/098/07	ps2017/098/526	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-04-22-ps2017-098-07-001-526	ParlaMint-CZ_2021-04-22-ps2017-098-07-001-526.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-22	2021-04-22	Lower house	ps2017	-	ps2017/098	ps2017/098/07	ps2017/098/526	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-04-22-ps2017-098-07-001-526	ParlaMint-CZ_2021-04-22-ps2017-098-07-001-526.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-22	2021-04-22	Lower house	ps2017	-	ps2017/098	ps2017/098/07	ps2017/098/526	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2021-04-22-ps2017-098-07-001-526	ParlaMint-CZ_2021-04-22-ps2017-098-07-001-526.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-22	2021-04-22	Lower house	ps2017	-	ps2017/098	ps2017/098/07	ps2017/098/526	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-04-22-ps2017-098-07-001-526	ParlaMint-CZ_2021-04-22-ps2017-098-07-001-526.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-22	2021-04-22	Lower house	ps2017	-	ps2017/098	ps2017/098/07	ps2017/098/526	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2021-04-22-ps2017-098-07-001-526	ParlaMint-CZ_2021-04-22-ps2017-098-07-001-526.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-22	2021-04-22	Lower house	ps2017	-	ps2017/098	ps2017/098/07	ps2017/098/526	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-04-22-ps2017-098-07-001-526	ParlaMint-CZ_2021-04-22-ps2017-098-07-001-526.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-22	2021-04-22	Lower house	ps2017	-	ps2017/098	ps2017/098/07	ps2017/098/526	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-04-22-ps2017-098-07-001-526	ParlaMint-CZ_2021-04-22-ps2017-098-07-001-526.u12	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-22	2021-04-22	Lower house	ps2017	-	ps2017/098	ps2017/098/07	ps2017/098/526	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	LeoLuzar.1964	Luzar, Leo	M	1964	
