Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-005-053	ParlaMint-CZ_2021-03-10-ps2017-087-06-005-053.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/053	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-005-053	ParlaMint-CZ_2021-03-10-ps2017-087-06-005-053.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/053	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-005-053	ParlaMint-CZ_2021-03-10-ps2017-087-06-005-053.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/053	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-005-053	ParlaMint-CZ_2021-03-10-ps2017-087-06-005-053.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/053	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	FrantisekElfmark.1978	Elfmark, František	M	1978	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-005-053	ParlaMint-CZ_2021-03-10-ps2017-087-06-005-053.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/053	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-005-053	ParlaMint-CZ_2021-03-10-ps2017-087-06-005-053.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/053	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-005-053	ParlaMint-CZ_2021-03-10-ps2017-087-06-005-053.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/053	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-005-053	ParlaMint-CZ_2021-03-10-ps2017-087-06-005-053.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/053	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	PavlaGolasowska.1964	Golasowská, Pavla	F	1964	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-005-053	ParlaMint-CZ_2021-03-10-ps2017-087-06-005-053.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/053	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-005-053	ParlaMint-CZ_2021-03-10-ps2017-087-06-005-053.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/053	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	HelenaLangsadlova.1963	Langšádlová, Helena	F	1963	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-005-053	ParlaMint-CZ_2021-03-10-ps2017-087-06-005-053.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/053	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
