Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-03-09-ps2017-087-05-012-048	ParlaMint-CZ_2021-03-09-ps2017-087-05-012-048.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-09	2021-03-09	Lower house	ps2017	-	ps2017/087	ps2017/087/05	ps2017/087/048	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-03-09-ps2017-087-05-012-048	ParlaMint-CZ_2021-03-09-ps2017-087-05-012-048.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-09	2021-03-09	Lower house	ps2017	-	ps2017/087	ps2017/087/05	ps2017/087/048	COVID	English	Guest	MP	notMinister	-	-	-	-	ZdenekHraba	Hraba, Zdeněk	M	-	
ParlaMint-CZ-en_2021-03-09-ps2017-087-05-012-048	ParlaMint-CZ_2021-03-09-ps2017-087-05-012-048.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-09	2021-03-09	Lower house	ps2017	-	ps2017/087	ps2017/087/05	ps2017/087/048	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-03-09-ps2017-087-05-012-048	ParlaMint-CZ_2021-03-09-ps2017-087-05-012-048.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-09	2021-03-09	Lower house	ps2017	-	ps2017/087	ps2017/087/05	ps2017/087/048	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PavelBlazek.1969	Blažek, Pavel	M	1969	
ParlaMint-CZ-en_2021-03-09-ps2017-087-05-012-048	ParlaMint-CZ_2021-03-09-ps2017-087-05-012-048.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-09	2021-03-09	Lower house	ps2017	-	ps2017/087	ps2017/087/05	ps2017/087/048	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-03-09-ps2017-087-05-012-048	ParlaMint-CZ_2021-03-09-ps2017-087-05-012-048.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-09	2021-03-09	Lower house	ps2017	-	ps2017/087	ps2017/087/05	ps2017/087/048	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-03-09-ps2017-087-05-012-048	ParlaMint-CZ_2021-03-09-ps2017-087-05-012-048.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-09	2021-03-09	Lower house	ps2017	-	ps2017/087	ps2017/087/05	ps2017/087/048	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-03-09-ps2017-087-05-012-048	ParlaMint-CZ_2021-03-09-ps2017-087-05-012-048.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-09	2021-03-09	Lower house	ps2017	-	ps2017/087	ps2017/087/05	ps2017/087/048	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2021-03-09-ps2017-087-05-012-048	ParlaMint-CZ_2021-03-09-ps2017-087-05-012-048.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-09	2021-03-09	Lower house	ps2017	-	ps2017/087	ps2017/087/05	ps2017/087/048	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-03-09-ps2017-087-05-012-048	ParlaMint-CZ_2021-03-09-ps2017-087-05-012-048.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-09	2021-03-09	Lower house	ps2017	-	ps2017/087	ps2017/087/05	ps2017/087/048	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadekKoten.1965	Koten, Radek	M	1965	
ParlaMint-CZ-en_2021-03-09-ps2017-087-05-012-048	ParlaMint-CZ_2021-03-09-ps2017-087-05-012-048.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-09	2021-03-09	Lower house	ps2017	-	ps2017/087	ps2017/087/05	ps2017/087/048	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
