Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-007-999	ParlaMint-CZ_2021-03-03-ps2017-087-02-007-999.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/999	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-007-999	ParlaMint-CZ_2021-03-03-ps2017-087-02-007-999.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/999	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-007-999	ParlaMint-CZ_2021-03-03-ps2017-087-02-007-999.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/999	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-007-999	ParlaMint-CZ_2021-03-03-ps2017-087-02-007-999.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/999	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MartinKupka.1975	Kupka, Martin	M	1975	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-007-999	ParlaMint-CZ_2021-03-03-ps2017-087-02-007-999.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/999	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-007-999	ParlaMint-CZ_2021-03-03-ps2017-087-02-007-999.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/999	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	KarlaMarikova.1981	Maříková, Karla	F	1981	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-007-999	ParlaMint-CZ_2021-03-03-ps2017-087-02-007-999.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/999	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-007-999	ParlaMint-CZ_2021-03-03-ps2017-087-02-007-999.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/999	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanCizinsky.1978	Čižinský, Jan	M	1978	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-007-999	ParlaMint-CZ_2021-03-03-ps2017-087-02-007-999.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/999	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-007-999	ParlaMint-CZ_2021-03-03-ps2017-087-02-007-999.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/999	COVID	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-007-999	ParlaMint-CZ_2021-03-03-ps2017-087-02-007-999.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/999	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-007-999	ParlaMint-CZ_2021-03-03-ps2017-087-02-007-999.u12	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/999	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanCizinsky.1978	Čižinský, Jan	M	1978	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-007-999	ParlaMint-CZ_2021-03-03-ps2017-087-02-007-999.u13	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/999	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
