Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-06-04-ps2017-104-06-005-343	ParlaMint-CZ_2021-06-04-ps2017-104-06-005-343.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-04	2021-06-04	Lower house	ps2017	-	ps2017/104	ps2017/104/06	ps2017/104/343	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-06-04-ps2017-104-06-005-343	ParlaMint-CZ_2021-06-04-ps2017-104-06-005-343.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-04	2021-06-04	Lower house	ps2017	-	ps2017/104	ps2017/104/06	ps2017/104/343	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MonikaCervickova.1967	Červíčková, Monika	F	1967	
ParlaMint-CZ-en_2021-06-04-ps2017-104-06-005-343	ParlaMint-CZ_2021-06-04-ps2017-104-06-005-343.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-04	2021-06-04	Lower house	ps2017	-	ps2017/104	ps2017/104/06	ps2017/104/343	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-06-04-ps2017-104-06-005-343	ParlaMint-CZ_2021-06-04-ps2017-104-06-005-343.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-04	2021-06-04	Lower house	ps2017	-	ps2017/104	ps2017/104/06	ps2017/104/343	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	StanislavGrospic.1964	Grospič, Stanislav	M	1964	
ParlaMint-CZ-en_2021-06-04-ps2017-104-06-005-343	ParlaMint-CZ_2021-06-04-ps2017-104-06-005-343.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-04	2021-06-04	Lower house	ps2017	-	ps2017/104	ps2017/104/06	ps2017/104/343	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-06-04-ps2017-104-06-005-343	ParlaMint-CZ_2021-06-04-ps2017-104-06-005-343.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-04	2021-06-04	Lower house	ps2017	-	ps2017/104	ps2017/104/06	ps2017/104/343	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	StanislavGrospic.1964	Grospič, Stanislav	M	1964	
ParlaMint-CZ-en_2021-06-04-ps2017-104-06-005-343	ParlaMint-CZ_2021-06-04-ps2017-104-06-005-343.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-04	2021-06-04	Lower house	ps2017	-	ps2017/104	ps2017/104/06	ps2017/104/343	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-06-04-ps2017-104-06-005-343	ParlaMint-CZ_2021-06-04-ps2017-104-06-005-343.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-04	2021-06-04	Lower house	ps2017	-	ps2017/104	ps2017/104/06	ps2017/104/343	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	StanislavGrospic.1964	Grospič, Stanislav	M	1964	
ParlaMint-CZ-en_2021-06-04-ps2017-104-06-005-343	ParlaMint-CZ_2021-06-04-ps2017-104-06-005-343.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-04	2021-06-04	Lower house	ps2017	-	ps2017/104	ps2017/104/06	ps2017/104/343	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-06-04-ps2017-104-06-005-343	ParlaMint-CZ_2021-06-04-ps2017-104-06-005-343.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-04	2021-06-04	Lower house	ps2017	-	ps2017/104	ps2017/104/06	ps2017/104/343	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	StanislavGrospic.1964	Grospič, Stanislav	M	1964	
ParlaMint-CZ-en_2021-06-04-ps2017-104-06-005-343	ParlaMint-CZ_2021-06-04-ps2017-104-06-005-343.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-04	2021-06-04	Lower house	ps2017	-	ps2017/104	ps2017/104/06	ps2017/104/343	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
