Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-004-001	ParlaMint-CZ_2021-11-23-ps2021-002-01-004-001.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/001	COVID	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	-	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-004-001	ParlaMint-CZ_2021-11-23-ps2021-002-01-004-001.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/001	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-004-001	ParlaMint-CZ_2021-11-23-ps2021-002-01-004-001.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/001	COVID	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	-	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-004-001	ParlaMint-CZ_2021-11-23-ps2021-002-01-004-001.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/001	COVID	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	-	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-004-001	ParlaMint-CZ_2021-11-23-ps2021-002-01-004-001.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/001	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-004-001	ParlaMint-CZ_2021-11-23-ps2021-002-01-004-001.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/001	COVID	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	-	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-004-001	ParlaMint-CZ_2021-11-23-ps2021-002-01-004-001.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/001	COVID	English	Guest	MP	Minister	ANO	Political group ANO 2011	-	Centre to centre-right	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-004-001	ParlaMint-CZ_2021-11-23-ps2021-002-01-004-001.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/001	COVID	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	-	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
