Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-006-532	ParlaMint-CZ_2021-04-23-ps2017-098-08-006-532.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/532	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-006-532	ParlaMint-CZ_2021-04-23-ps2017-098-08-006-532.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/532	COVID	English	Regular	MP	notMinister	SPD	Freedom and Direct Democracy - Tomio Okamura	-	Right to far-right	TerezaHythova.1995	Hyťhová, Tereza	F	1995	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-006-532	ParlaMint-CZ_2021-04-23-ps2017-098-08-006-532.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/532	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-006-532	ParlaMint-CZ_2021-04-23-ps2017-098-08-006-532.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/532	COVID	English	Regular	MP	notMinister	SPD	Freedom and Direct Democracy - Tomio Okamura	-	Right to far-right	TerezaHythova.1995	Hyťhová, Tereza	F	1995	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-006-532	ParlaMint-CZ_2021-04-23-ps2017-098-08-006-532.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/532	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-006-532	ParlaMint-CZ_2021-04-23-ps2017-098-08-006-532.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/532	COVID	English	Regular	MP	notMinister	SPD	Freedom and Direct Democracy - Tomio Okamura	-	Right to far-right	TerezaHythova.1995	Hyťhová, Tereza	F	1995	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-006-532	ParlaMint-CZ_2021-04-23-ps2017-098-08-006-532.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/532	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-006-532	ParlaMint-CZ_2021-04-23-ps2017-098-08-006-532.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/532	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadekRozvoral.1967	Rozvoral, Radek	M	1967	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-006-532	ParlaMint-CZ_2021-04-23-ps2017-098-08-006-532.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/532	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-006-532	ParlaMint-CZ_2021-04-23-ps2017-098-08-006-532.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/532	COVID	English	Regular	MP	notMinister	ODS	Civic Democratic Party	-	Centre-right to right	ZuzanaMajerovaZahradnikova.1972	Majerová Zahradníková, Zuzana	F	1972	
ParlaMint-CZ-en_2021-04-23-ps2017-098-08-006-532	ParlaMint-CZ_2021-04-23-ps2017-098-08-006-532.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-04-23	2021-04-23	Lower house	ps2017	-	ps2017/098	ps2017/098/08	ps2017/098/532	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
