Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-06-01-ps2017-104-04-004-007	ParlaMint-CZ_2021-06-01-ps2017-104-04-004-007.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-01	2021-06-01	Lower house	ps2017	-	ps2017/104	ps2017/104/04	ps2017/104/007	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-06-01-ps2017-104-04-004-007	ParlaMint-CZ_2021-06-01-ps2017-104-04-004-007.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-01	2021-06-01	Lower house	ps2017	-	ps2017/104	ps2017/104/04	ps2017/104/007	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2021-06-01-ps2017-104-04-004-007	ParlaMint-CZ_2021-06-01-ps2017-104-04-004-007.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-01	2021-06-01	Lower house	ps2017	-	ps2017/104	ps2017/104/04	ps2017/104/007	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-06-01-ps2017-104-04-004-007	ParlaMint-CZ_2021-06-01-ps2017-104-04-004-007.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-01	2021-06-01	Lower house	ps2017	-	ps2017/104	ps2017/104/04	ps2017/104/007	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2021-06-01-ps2017-104-04-004-007	ParlaMint-CZ_2021-06-01-ps2017-104-04-004-007.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-01	2021-06-01	Lower house	ps2017	-	ps2017/104	ps2017/104/04	ps2017/104/007	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-06-01-ps2017-104-04-004-007	ParlaMint-CZ_2021-06-01-ps2017-104-04-004-007.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-01	2021-06-01	Lower house	ps2017	-	ps2017/104	ps2017/104/04	ps2017/104/007	COVID	English	Guest	MP	notMinister	-	-	-	-	AdelaSipova	Šípová, Adéla	F	-	
ParlaMint-CZ-en_2021-06-01-ps2017-104-04-004-007	ParlaMint-CZ_2021-06-01-ps2017-104-04-004-007.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-01	2021-06-01	Lower house	ps2017	-	ps2017/104	ps2017/104/04	ps2017/104/007	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-06-01-ps2017-104-04-004-007	ParlaMint-CZ_2021-06-01-ps2017-104-04-004-007.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-01	2021-06-01	Lower house	ps2017	-	ps2017/104	ps2017/104/04	ps2017/104/007	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	DavidKasal.1969	Kasal, David	M	1969	
ParlaMint-CZ-en_2021-06-01-ps2017-104-04-004-007	ParlaMint-CZ_2021-06-01-ps2017-104-04-004-007.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-01	2021-06-01	Lower house	ps2017	-	ps2017/104	ps2017/104/04	ps2017/104/007	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2021-06-01-ps2017-104-04-004-007	ParlaMint-CZ_2021-06-01-ps2017-104-04-004-007.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-01	2021-06-01	Lower house	ps2017	-	ps2017/104	ps2017/104/04	ps2017/104/007	COVID	English	Guest	MP	notMinister	-	-	-	-	AdelaSipova	Šípová, Adéla	F	-	
ParlaMint-CZ-en_2021-06-01-ps2017-104-04-004-007	ParlaMint-CZ_2021-06-01-ps2017-104-04-004-007.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-06-01	2021-06-01	Lower house	ps2017	-	ps2017/104	ps2017/104/04	ps2017/104/007	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
