Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-09-16-ps2017-118-03-000-000	ParlaMint-CZ_2021-09-16-ps2017-118-03-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-16	2021-09-16	Lower house	ps2017	-	ps2017/118	ps2017/118/03	ps2017/118/000	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-09-16-ps2017-118-03-000-000	ParlaMint-CZ_2021-09-16-ps2017-118-03-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-16	2021-09-16	Lower house	ps2017	-	ps2017/118	ps2017/118/03	ps2017/118/000	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RomanKubicek.1963	Kubíček, Roman	M	1963	
ParlaMint-CZ-en_2021-09-16-ps2017-118-03-000-000	ParlaMint-CZ_2021-09-16-ps2017-118-03-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-16	2021-09-16	Lower house	ps2017	-	ps2017/118	ps2017/118/03	ps2017/118/000	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
