Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-12-01-ps2021-003-01-002-002	ParlaMint-CZ_2021-12-01-ps2021-003-01-002-002.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-12-01	2021-12-01	Lower house	ps2021	-	ps2021/003	ps2021/003/01	ps2021/003/002	COVID	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	-	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2021-12-01-ps2021-003-01-002-002	ParlaMint-CZ_2021-12-01-ps2021-003-01-002-002.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-12-01	2021-12-01	Lower house	ps2021	-	ps2021/003	ps2021/003/01	ps2021/003/002	COVID	English	Regular	notMP	Minister	-	-	-	-	JanaMalacova.1981	Maláčová, Jana	F	1981	
ParlaMint-CZ-en_2021-12-01-ps2021-003-01-002-002	ParlaMint-CZ_2021-12-01-ps2021-003-01-002-002.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-12-01	2021-12-01	Lower house	ps2021	-	ps2021/003	ps2021/003/01	ps2021/003/002	COVID	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	-	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2021-12-01-ps2021-003-01-002-002	ParlaMint-CZ_2021-12-01-ps2021-003-01-002-002.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-12-01	2021-12-01	Lower house	ps2021	-	ps2021/003	ps2021/003/01	ps2021/003/002	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	-	Centre-right to right	JanBauer.1969	Bauer, Jan	M	1969	
ParlaMint-CZ-en_2021-12-01-ps2021-003-01-002-002	ParlaMint-CZ_2021-12-01-ps2021-003-01-002-002.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-12-01	2021-12-01	Lower house	ps2021	-	ps2021/003	ps2021/003/01	ps2021/003/002	COVID	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	-	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2021-12-01-ps2021-003-01-002-002	ParlaMint-CZ_2021-12-01-ps2021-003-01-002-002.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-12-01	2021-12-01	Lower house	ps2021	-	ps2021/003	ps2021/003/01	ps2021/003/002	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	-	Right to far-right	LucieSafrankova.1987	Šafránková, Lucie	F	1987	
ParlaMint-CZ-en_2021-12-01-ps2021-003-01-002-002	ParlaMint-CZ_2021-12-01-ps2021-003-01-002-002.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-12-01	2021-12-01	Lower house	ps2021	-	ps2021/003	ps2021/003/01	ps2021/003/002	COVID	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	-	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
