Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-12-01-ps2021-003-01-000-000	ParlaMint-CZ_2021-12-01-ps2021-003-01-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-12-01	2021-12-01	Lower house	ps2021	-	ps2021/003	ps2021/003/01	ps2021/003/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2021-12-01-ps2021-003-01-000-000	ParlaMint-CZ_2021-12-01-ps2021-003-01-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-12-01	2021-12-01	Lower house	ps2021	-	ps2021/003	ps2021/003/01	ps2021/003/000	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	-	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-12-01-ps2021-003-01-000-000	ParlaMint-CZ_2021-12-01-ps2021-003-01-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-12-01	2021-12-01	Lower house	ps2021	-	ps2021/003	ps2021/003/01	ps2021/003/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2021-12-01-ps2021-003-01-000-000	ParlaMint-CZ_2021-12-01-ps2021-003-01-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-12-01	2021-12-01	Lower house	ps2021	-	ps2021/003	ps2021/003/01	ps2021/003/000	COVID	English	Guest	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2021-12-01-ps2021-003-01-000-000	ParlaMint-CZ_2021-12-01-ps2021-003-01-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-12-01	2021-12-01	Lower house	ps2021	-	ps2021/003	ps2021/003/01	ps2021/003/000	COVID	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	-	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
