Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-007-015	ParlaMint-CZ_2021-05-06-ps2017-098-11-007-015.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/015	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-007-015	ParlaMint-CZ_2021-05-06-ps2017-098-11-007-015.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/015	COVID	English	Regular	notMP	Minister	-	-	-	-	MiroslavToman.1960	Toman, Miroslav	M	1960	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-007-015	ParlaMint-CZ_2021-05-06-ps2017-098-11-007-015.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/015	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-007-015	ParlaMint-CZ_2021-05-06-ps2017-098-11-007-015.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/015	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	DavidPrazak.1979	Pražák, David	M	1979	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-007-015	ParlaMint-CZ_2021-05-06-ps2017-098-11-007-015.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/015	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-007-015	ParlaMint-CZ_2021-05-06-ps2017-098-11-007-015.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/015	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	DavidPrazak.1979	Pražák, David	M	1979	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-007-015	ParlaMint-CZ_2021-05-06-ps2017-098-11-007-015.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/015	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-007-015	ParlaMint-CZ_2021-05-06-ps2017-098-11-007-015.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/015	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-007-015	ParlaMint-CZ_2021-05-06-ps2017-098-11-007-015.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/015	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-007-015	ParlaMint-CZ_2021-05-06-ps2017-098-11-007-015.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/015	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JanPosvar.1985	Pošvář, Jan	M	1985	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-007-015	ParlaMint-CZ_2021-05-06-ps2017-098-11-007-015.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/015	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
