Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PL-en_2022-03-24-senat-39-2	ParlaMint-PL_2022-03-24-senat-39-2.u1	Report of the session of the Senat of the Republic of Poland, Term 10, Session 39, Day 2 (2022-03-24)	2022-03-24	Upper house	10. kadencja Senatu	39. sesja Senatu	-	2. dzień sesji Senatu	-	COVID,War	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	TomaszGrodzki	Grodzki, Tomasz	M	1958	
ParlaMint-PL-en_2022-03-24-senat-39-2	ParlaMint-PL_2022-03-24-senat-39-2.u2	Report of the session of the Senat of the Republic of Poland, Term 10, Session 39, Day 2 (2022-03-24)	2022-03-24	Upper house	10. kadencja Senatu	39. sesja Senatu	-	2. dzień sesji Senatu	-	COVID,War	English	Guest	notMP	notMinister	-	-	-	-	FilipLibicki	Libicki, Filip	M	-	
ParlaMint-PL-en_2022-03-24-senat-39-2	ParlaMint-PL_2022-03-24-senat-39-2.u3	Report of the session of the Senat of the Republic of Poland, Term 10, Session 39, Day 2 (2022-03-24)	2022-03-24	Upper house	10. kadencja Senatu	39. sesja Senatu	-	2. dzień sesji Senatu	-	COVID,War	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	TomaszGrodzki	Grodzki, Tomasz	M	1958	
ParlaMint-PL-en_2022-03-24-senat-39-2	ParlaMint-PL_2022-03-24-senat-39-2.u4	Report of the session of the Senat of the Republic of Poland, Term 10, Session 39, Day 2 (2022-03-24)	2022-03-24	Upper house	10. kadencja Senatu	39. sesja Senatu	-	2. dzień sesji Senatu	-	COVID,War	English	Guest	notMP	notMinister	-	-	-	-	FilipLibicki	Libicki, Filip	M	-	
ParlaMint-PL-en_2022-03-24-senat-39-2	ParlaMint-PL_2022-03-24-senat-39-2.u5	Report of the session of the Senat of the Republic of Poland, Term 10, Session 39, Day 2 (2022-03-24)	2022-03-24	Upper house	10. kadencja Senatu	39. sesja Senatu	-	2. dzień sesji Senatu	-	COVID,War	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	TomaszGrodzki	Grodzki, Tomasz	M	1958	
ParlaMint-PL-en_2022-03-24-senat-39-2	ParlaMint-PL_2022-03-24-senat-39-2.u6	Report of the session of the Senat of the Republic of Poland, Term 10, Session 39, Day 2 (2022-03-24)	2022-03-24	Upper house	10. kadencja Senatu	39. sesja Senatu	-	2. dzień sesji Senatu	-	COVID,War	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	JerzyCzerwiński	Czerwiński, Jerzy	M	1960	
ParlaMint-PL-en_2022-03-24-senat-39-2	ParlaMint-PL_2022-03-24-senat-39-2.u7	Report of the session of the Senat of the Republic of Poland, Term 10, Session 39, Day 2 (2022-03-24)	2022-03-24	Upper house	10. kadencja Senatu	39. sesja Senatu	-	2. dzień sesji Senatu	-	COVID,War	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	TomaszGrodzki	Grodzki, Tomasz	M	1958	
ParlaMint-PL-en_2022-03-24-senat-39-2	ParlaMint-PL_2022-03-24-senat-39-2.u8	Report of the session of the Senat of the Republic of Poland, Term 10, Session 39, Day 2 (2022-03-24)	2022-03-24	Upper house	10. kadencja Senatu	39. sesja Senatu	-	2. dzień sesji Senatu	-	COVID,War	English	Regular	MP	notMinister	KP-PSL	Koło Senatorów Koalicja Polska – Polskie Stronnictwo Ludowe	Opposition	Centre to centre-right	MichałKamiński	Kamiński, Michał	M	1972	
ParlaMint-PL-en_2022-03-24-senat-39-2	ParlaMint-PL_2022-03-24-senat-39-2.u9	Report of the session of the Senat of the Republic of Poland, Term 10, Session 39, Day 2 (2022-03-24)	2022-03-24	Upper house	10. kadencja Senatu	39. sesja Senatu	-	2. dzień sesji Senatu	-	COVID,War	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	TomaszGrodzki	Grodzki, Tomasz	M	1958	
ParlaMint-PL-en_2022-03-24-senat-39-2	ParlaMint-PL_2022-03-24-senat-39-2.u10	Report of the session of the Senat of the Republic of Poland, Term 10, Session 39, Day 2 (2022-03-24)	2022-03-24	Upper house	10. kadencja Senatu	39. sesja Senatu	-	2. dzień sesji Senatu	-	COVID,War	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	KazimierzMichałUjazdowski	Ujazdowski, Kazimierz Michał	M	1964	
ParlaMint-PL-en_2022-03-24-senat-39-2	ParlaMint-PL_2022-03-24-senat-39-2.u11	Report of the session of the Senat of the Republic of Poland, Term 10, Session 39, Day 2 (2022-03-24)	2022-03-24	Upper house	10. kadencja Senatu	39. sesja Senatu	-	2. dzień sesji Senatu	-	COVID,War	English	Regular	MP	notMinister	KO	Klub Parlamentarny Platforma Obywatelska – Koalicja Obywatelska	Opposition	-	TomaszGrodzki	Grodzki, Tomasz	M	1958	
ParlaMint-PL-en_2022-03-24-senat-39-2	ParlaMint-PL_2022-03-24-senat-39-2.u12	Report of the session of the Senat of the Republic of Poland, Term 10, Session 39, Day 2 (2022-03-24)	2022-03-24	Upper house	10. kadencja Senatu	39. sesja Senatu	-	2. dzień sesji Senatu	-	COVID,War	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	KrzysztofMróz	Mróz, Krzysztof	M	1977	
