Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GR-en_2019-01-18-S1-commons	ParlaMint-GR_2019-01-18-S1-commons.u1	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 58, 2019-01-18	2019-01-18	Unicameralism	17	4	-	58	-	Reference	English	Chairperson	MP	notMinister	T.P.	The River	Opposition	Centre to centre-left	ΛΥΚΟΥΔΗΣ_ΔΙΟΝΥΣΙΟΥ_ΣΠΥΡΙΔΩΝ	Lykoydīs, Spyridōn	M	-	
ParlaMint-GR-en_2019-01-18-S1-commons	ParlaMint-GR_2019-01-18-S1-commons.u2	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 58, 2019-01-18	2019-01-18	Unicameralism	17	4	-	58	-	Reference	English	Regular	MP	notMinister	DĪ.SY.	Democratic Alignment	Opposition	Centre-left	ΚΕΓΚΕΡΟΓΛΟΥ_ΑΛΕΞΑΝΔΡΟΥ_ΒΑΣΙΛΕΙΟΣ	Kegkerogloy, Vasileios	M	-	
ParlaMint-GR-en_2019-01-18-S1-commons	ParlaMint-GR_2019-01-18-S1-commons.u3	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 58, 2019-01-18	2019-01-18	Unicameralism	17	4	-	58	-	Reference	English	Chairperson	MP	notMinister	T.P.	The River	Opposition	Centre to centre-left	ΛΥΚΟΥΔΗΣ_ΔΙΟΝΥΣΙΟΥ_ΣΠΥΡΙΔΩΝ	Lykoydīs, Spyridōn	M	-	
ParlaMint-GR-en_2019-01-18-S1-commons	ParlaMint-GR_2019-01-18-S1-commons.u4	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 58, 2019-01-18	2019-01-18	Unicameralism	17	4	-	58	-	Reference	English	Regular	MP	notMinister	DĪ.SY.	Democratic Alignment	Opposition	Centre-left	ΚΕΓΚΕΡΟΓΛΟΥ_ΑΛΕΞΑΝΔΡΟΥ_ΒΑΣΙΛΕΙΟΣ	Kegkerogloy, Vasileios	M	-	
ParlaMint-GR-en_2019-01-18-S1-commons	ParlaMint-GR_2019-01-18-S1-commons.u5	Minutes of the assembly of the greek parliament, Term 17, session 4, sitting 58, 2019-01-18	2019-01-18	Unicameralism	17	4	-	58	-	Reference	English	Chairperson	MP	notMinister	T.P.	The River	Opposition	Centre to centre-left	ΛΥΚΟΥΔΗΣ_ΔΙΟΝΥΣΙΟΥ_ΣΠΥΡΙΔΩΝ	Lykoydīs, Spyridōn	M	-	
