Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u1	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u2	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KirilovDanail	Kirilov, Danail Dimitrov	M	1970	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u3	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u4	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KirilovDanail	Kirilov, Danail Dimitrov	M	1970	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u5	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	HristovEmil	Hristov, Emil Marinov	M	1957	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u6	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	TsvetanovTsvetan	Tsvetanov, Tsvetan Genchev	M	1965	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u7	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	HristovEmil	Hristov, Emil Marinov	M	1957	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u8	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	MP	notMinister	BSPFB	Parliamentary Group: BSP for Bulgaria	Opposition	Centre-left	BaychevTodor	Baychev, Todor Baychev	M	1973	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u9	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	HristovEmil	Hristov, Emil Marinov	M	1957	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u10	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KirilovDanail	Kirilov, Danail Dimitrov	M	1970	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u11	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	HristovEmil	Hristov, Emil Marinov	M	1957	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u12	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u13	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	GadzhevHristo	Gadzhev, Hristo Georgiev	M	1983	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u14	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u15	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	NenkovAleksandar	Nenkov, Aleksandar Rumenov	M	1983	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u16	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u17	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	NankovNikolay	Nankov, Nikolay Nankov	M	1983	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u18	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u19	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	NankovNikolay	Nankov, Nikolay Nankov	M	1983	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u20	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u21	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	SaveklievaDaniela	Saveklieva, Daniela Vladimirova	F	1974	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u22	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u23	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	SaveklievaDaniela	Saveklieva, Daniela Vladimirova	F	1974	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u24	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u25	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	NankovNikolay	Nankov, Nikolay Nankov	M	1983	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u26	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u27	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	MP	notMinister	BSPFB	Parliamentary Group: BSP for Bulgaria	Opposition	Centre-left	BozhankovYavor	Bozhankov, Yavor Rumenov	M	1990	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u28	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u29	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	MP	notMinister	BSPFB	Parliamentary Group: BSP for Bulgaria	Opposition	Centre-left	BozhankovYavor	Bozhankov, Yavor Rumenov	M	1990	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u30	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u31	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	MP	notMinister	BSPFB	Parliamentary Group: BSP for Bulgaria	Opposition	Centre-left	BozhankovYavor	Bozhankov, Yavor Rumenov	M	1990	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u32	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Chairperson	MP	notMinister	GERB	Parliamentary Group: GERB Party	Coalition	Centre-right	KarayanchevaTsveta	Karayancheva, Tsveta Valcheva	F	1968	
ParlaMint-BG-en_2018-05-03	ParlaMint-BG_2018-05-03.u33	Report of the meeting of the Bulgarian National Assembly, Term 44, Session 4, Meeting 134 (2018-05-03)	2018-05-03	Unicameralism	Четиридесет и четвърто народно събрание	4 парламентарна сесия	134 пленарно заседание	2018-05-03	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	NankovNikolay	Nankov, Nikolay Nankov	M	1983	
