Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-0	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-F76Thcir6Bj3SuxHWG5PEv	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5737841	Forssmed, Jakob	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-433	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-437	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5737841	Forssmed, Jakob	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-440	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-442	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-473	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-477	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-482	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-484	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-487	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-490	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-496	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-498	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-501	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-502	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-507	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-516	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-520	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-525	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-D5WzY3tbtLj3S92HUAbad	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-535	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-538	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-540	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18617010	Sjöstedt, Oscar	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-556	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-558	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18617010	Sjöstedt, Oscar	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-561	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-564	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18617010	Sjöstedt, Oscar	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-568	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-572	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18617010	Sjöstedt, Oscar	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-576	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-579	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18617010	Sjöstedt, Oscar	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-581	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-584	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5737841	Forssmed, Jakob	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-606	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-612	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5737841	Forssmed, Jakob	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-Q5tRKTPxvL2QQYU2k9wRap	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-622	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5737841	Forssmed, Jakob	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-628	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5799323	Hellman, Jörgen	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-649	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6255956	Åsling, Per	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-658	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6255956	Åsling, Per	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-667	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q63741595	Haddou, Tony	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-683	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q3674337	Avci, Gulan	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-699	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q108598507	Fransson, Margareta	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-721	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6247957	Wykman, Niklas	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-Ttf3JQ3rxtbDHMPUQUmhE8	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5799323	Hellman, Jörgen	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-742	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6247957	Wykman, Niklas	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-746	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5799323	Hellman, Jörgen	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-748	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6247957	Wykman, Niklas	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-753	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q6328008	Skalin, Johnny	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-766	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q63869806	Hagman, Hampus	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-781	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18238432	Dioukarev, Dennis	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-795	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q20156222	Wiechel, Björn	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-813	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q1681740	Ericson, Jan	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-833	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4979119	Skog, Karolina	F	-	
