Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2008-10-14-lower	ParlaMint-NO_2008-10-14-lower.ana.ud1169e23	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-10-14	2008-10-14	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-10-14	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2008-10-14-lower	ParlaMint-NO_2008-10-14-lower.ana.ud1169e26	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-10-14	2008-10-14	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-10-14	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.IVK	Kristiansen, Ivar	M	1956	
ParlaMint-NO-en_2008-10-14-lower	ParlaMint-NO_2008-10-14-lower.ana.ud1169e31	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-10-14	2008-10-14	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-10-14	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2008-10-14-lower	ParlaMint-NO_2008-10-14-lower.ana.ud1169e95	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-10-14	2008-10-14	Lower house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-10-14	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
