Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2008-11-25-upper	ParlaMint-NO_2008-11-25-upper.ana.ud2211e74	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-11-25	2008-11-25	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-11-25	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OTL	Lånke, Ola T.	M	1948	
ParlaMint-NO-en_2008-11-25-upper	ParlaMint-NO_2008-11-25-upper.ana.ud2211e90	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-11-25	2008-11-25	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-11-25	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OTL	Lånke, Ola T.	M	1948	
ParlaMint-NO-en_2008-11-25-upper	ParlaMint-NO_2008-11-25-upper.ana.ud2211e106	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-11-25	2008-11-25	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-11-25	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OTL	Lånke, Ola T.	M	1948	
ParlaMint-NO-en_2008-11-25-upper	ParlaMint-NO_2008-11-25-upper.ana.ud2211e122	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-11-25	2008-11-25	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-11-25	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OTL	Lånke, Ola T.	M	1948	
ParlaMint-NO-en_2008-11-25-upper	ParlaMint-NO_2008-11-25-upper.ana.ud2211e138	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-11-25	2008-11-25	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-11-25	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OTL	Lånke, Ola T.	M	1948	
