Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2008-12-04-upper	ParlaMint-NO_2008-12-04-upper.ana.ud2682e71	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-04	2008-12-04	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-12-04-upper	ParlaMint-NO_2008-12-04-upper.ana.ud2682e85	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-04	2008-12-04	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-12-04-upper	ParlaMint-NO_2008-12-04-upper.ana.ud2682e101	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-04	2008-12-04	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-12-04-upper	ParlaMint-NO_2008-12-04-upper.ana.ud2682e117	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-04	2008-12-04	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-12-04-upper	ParlaMint-NO_2008-12-04-upper.ana.ud2682e133	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-04	2008-12-04	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-12-04-upper	ParlaMint-NO_2008-12-04-upper.ana.ud2682e149	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-04	2008-12-04	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-12-04-upper	ParlaMint-NO_2008-12-04-upper.ana.ud2682e165	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-04	2008-12-04	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-12-04-upper	ParlaMint-NO_2008-12-04-upper.ana.ud2682e181	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-04	2008-12-04	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-04	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
