Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2008-06-05-upper	ParlaMint-NO_2008-06-05-upper.ana.ud2157e74	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-05	2008-06-05	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-05	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-06-05-upper	ParlaMint-NO_2008-06-05-upper.ana.ud2157e90	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-05	2008-06-05	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-05	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-06-05-upper	ParlaMint-NO_2008-06-05-upper.ana.ud2157e106	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-05	2008-06-05	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-05	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-06-05-upper	ParlaMint-NO_2008-06-05-upper.ana.ud2157e122	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-05	2008-06-05	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-05	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-06-05-upper	ParlaMint-NO_2008-06-05-upper.ana.ud2157e138	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-05	2008-06-05	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-05	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
