Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2008-06-12-upper	ParlaMint-NO_2008-06-12-upper.ana.ud1003e46	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-12	2008-06-12	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-12	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-12-upper	ParlaMint-NO_2008-06-12-upper.ana.ud1003e75	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-12	2008-06-12	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-12	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-12-upper	ParlaMint-NO_2008-06-12-upper.ana.ud1003e91	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-12	2008-06-12	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-12	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-12-upper	ParlaMint-NO_2008-06-12-upper.ana.ud1003e107	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-12	2008-06-12	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-12	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-12-upper	ParlaMint-NO_2008-06-12-upper.ana.ud1003e123	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-12	2008-06-12	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-12	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
