Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2008-02-28-upper	ParlaMint-NO_2008-02-28-upper.ana.ud2142e33	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-02-28	2008-02-28	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-02-28	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-02-28-upper	ParlaMint-NO_2008-02-28-upper.ana.ud2142e47	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-02-28	2008-02-28	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-02-28	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-02-28-upper	ParlaMint-NO_2008-02-28-upper.ana.ud2142e60	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-02-28	2008-02-28	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-02-28	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2008-02-28-upper	ParlaMint-NO_2008-02-28-upper.ana.ud2142e75	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-02-28	2008-02-28	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-02-28	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
