Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2008-12-18-upper	ParlaMint-NO_2008-12-18-upper.ana.ud1863e83	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-18	2008-12-18	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-12-18-upper	ParlaMint-NO_2008-12-18-upper.ana.ud1863e97	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-18	2008-12-18	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-12-18-upper	ParlaMint-NO_2008-12-18-upper.ana.ud1863e113	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-18	2008-12-18	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-12-18-upper	ParlaMint-NO_2008-12-18-upper.ana.ud1863e129	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-18	2008-12-18	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-12-18-upper	ParlaMint-NO_2008-12-18-upper.ana.ud1863e145	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-18	2008-12-18	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-12-18-upper	ParlaMint-NO_2008-12-18-upper.ana.ud1863e161	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-18	2008-12-18	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-12-18-upper	ParlaMint-NO_2008-12-18-upper.ana.ud1863e177	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-18	2008-12-18	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-12-18-upper	ParlaMint-NO_2008-12-18-upper.ana.ud1863e193	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-18	2008-12-18	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-12-18-upper	ParlaMint-NO_2008-12-18-upper.ana.ud1863e209	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-18	2008-12-18	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-12-18-upper	ParlaMint-NO_2008-12-18-upper.ana.ud1863e225	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2008-2009, Sitting day 2008-12-18	2008-12-18	Upper house	Term 2005-2009	Session 2008-2009	-	Sitting day 2008-12-18	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
