Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PT-en_2017-04-25	ParlaMint-PT_2017-04-25.u1	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 80	2017-04-25	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 80	25.04.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-04-25	ParlaMint-PT_2017-04-25.u2	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 80	2017-04-25	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 80	25.04.2017	-	Reference	English	Regular	MP	notMinister	GP-PAN	Grupo Parlamentar do Pessoas-Animais-Natureza	Opposition	Centre-left	AndréLourençoeSilva	Lourenço e Silva, André	M	1976	
ParlaMint-PT-en_2017-04-25	ParlaMint-PT_2017-04-25.u3	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 80	2017-04-25	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 80	25.04.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-04-25	ParlaMint-PT_2017-04-25.u4	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 80	2017-04-25	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 80	25.04.2017	-	Reference	English	Regular	MP	notMinister	GP-PEV	Grupo Parlamentar do Partido Ecologista "Os Verdes"	Opposition	Left	HeloísaAugustaBaiãodeBritoApolónia	Augusta Baião de Brito Apolónia, Heloísa	F	1969	
ParlaMint-PT-en_2017-04-25	ParlaMint-PT_2017-04-25.u5	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 80	2017-04-25	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 80	25.04.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-04-25	ParlaMint-PT_2017-04-25.u6	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 80	2017-04-25	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 80	25.04.2017	-	Reference	English	Regular	MP	notMinister	GP-PCP	Grupo Parlamentar do Partido Comunista Português	Opposition	Left to far-left	ArturJorgedaSilvaMachado	Jorge da Silva Machado, Artur	M	1976	
ParlaMint-PT-en_2017-04-25	ParlaMint-PT_2017-04-25.u7	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 80	2017-04-25	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 80	25.04.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-04-25	ParlaMint-PT_2017-04-25.u8	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 80	2017-04-25	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 80	25.04.2017	-	Reference	English	Regular	MP	notMinister	GP-CDS-PP	Grupo Parlamentar do Centro Democrático Social - Partido Popular	Opposition	Centre-right to right	IsabelMariaMousinhodeAlmeidaGalriçaNeto	Maria Mousinho de Almeida Galriça Neto, Isabel	F	1961	
ParlaMint-PT-en_2017-04-25	ParlaMint-PT_2017-04-25.u9	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 80	2017-04-25	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 80	25.04.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-04-25	ParlaMint-PT_2017-04-25.u10	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 80	2017-04-25	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 80	25.04.2017	-	Reference	English	Regular	MP	notMinister	GP-BE	Grupo Parlamentar do Bloco de Esquerda	Opposition	Left to far-left	JoanaRodriguesMortágua	Rodrigues Mortágua, Joana	F	1986	
