Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u1	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u2	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Regular	MP	notMinister	GP-PAN	Grupo Parlamentar do Pessoas-Animais-Natureza	Opposition	Centre-left	AndréLourençoeSilva	Lourenço e Silva, André	M	1976	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u3	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u4	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Regular	MP	notMinister	GP-PEV	Grupo Parlamentar do Partido Ecologista "Os Verdes"	Opposition	Left	HeloísaAugustaBaiãodeBritoApolónia	Augusta Baião de Brito Apolónia, Heloísa	F	1969	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u5	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u6	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Regular	MP	notMinister	GP-PCP	Grupo Parlamentar do Partido Comunista Português	Opposition	Left to far-left	JerónimoCarvalhodeSousa	Carvalho de Sousa, Jerónimo	M	1947	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u7	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u8	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Regular	MP	notMinister	GP-CDS-PP	Grupo Parlamentar do Centro Democrático Social - Partido Popular	Opposition	Centre-right to right	MariadeAssunçãoOliveiraCristasMachadodaGraça	de Assunção Oliveira Cristas Machado da Graça, Maria	F	1974	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u9	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u10	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Regular	MP	notMinister	GP-BE	Grupo Parlamentar do Bloco de Esquerda	Opposition	Left to far-left	CatarinaSoaresMartins	Soares Martins, Catarina	F	1973	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u11	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u12	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Regular	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	CarlosManuelMartinsdoValeCésar	Manuel Martins do Vale César, Carlos	M	1956	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u13	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u14	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Regular	MP	notMinister	GP-PSD	Grupo Parlamentar do Partido Social Democrata	Opposition	Centre-right	JoséManueldeMatosCorreia	Manuel de Matos Correia, José	M	1963	
ParlaMint-PT-en_2017-06-21	ParlaMint-PT_2017-06-21.u15	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 99	2017-06-21	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 99	21.06.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
