Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PT-en_2017-01-11	ParlaMint-PT_2017-01-11.u1	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 36	2017-01-11	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 36	11.01.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-01-11	ParlaMint-PT_2017-01-11.u2	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 36	2017-01-11	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 36	11.01.2017	-	Reference	English	Regular	MP	notMinister	GP-PSD	Grupo Parlamentar do Partido Social Democrata	Opposition	Centre-right	DuarteRogérioMatosVenturaPacheco	Rogério Matos Ventura Pacheco, Duarte	M	1965	
ParlaMint-PT-en_2017-01-11	ParlaMint-PT_2017-01-11.u3	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 36	2017-01-11	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 36	11.01.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-01-11	ParlaMint-PT_2017-01-11.u4	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 36	2017-01-11	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 36	11.01.2017	-	Reference	English	Regular	notMP	Minister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	AugustoErnestoSantosSilva	Ernesto Santos Silva, Augusto	M	1956	
ParlaMint-PT-en_2017-01-11	ParlaMint-PT_2017-01-11.u5	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 36	2017-01-11	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 36	11.01.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-01-11	ParlaMint-PT_2017-01-11.u6	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 36	2017-01-11	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 36	11.01.2017	-	Reference	English	Regular	MP	notMinister	GP-PAN	Grupo Parlamentar do Pessoas-Animais-Natureza	Opposition	Centre-left	AndréLourençoeSilva	Lourenço e Silva, André	M	1976	
ParlaMint-PT-en_2017-01-11	ParlaMint-PT_2017-01-11.u7	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 36	2017-01-11	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 36	11.01.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-01-11	ParlaMint-PT_2017-01-11.u8	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 36	2017-01-11	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 36	11.01.2017	-	Reference	English	Regular	MP	notMinister	GP-PEV	Grupo Parlamentar do Partido Ecologista "Os Verdes"	Opposition	Left	JoséLuísTeixeiraFerreira	Luís Teixeira Ferreira, José	M	1962	
ParlaMint-PT-en_2017-01-11	ParlaMint-PT_2017-01-11.u9	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 36	2017-01-11	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 36	11.01.2017	-	Reference	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2017-01-11	ParlaMint-PT_2017-01-11.u10	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 36	2017-01-11	Unicameralism	Série I - XIII Legislatura	Sessão 2	Número 36	11.01.2017	-	Reference	English	Regular	MP	notMinister	GP-PCP	Grupo Parlamentar do Partido Comunista Português	Opposition	Left to far-left	JoãoGuilhermeRamosRosadeOliveira	Guilherme Ramos Rosa de Oliveira, João	M	1979	
