Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27629	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27653	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27654	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27655	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27656	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	MaravićLjubiša	Maravić, Ljubiša	M	1953	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27657	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27658	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	LazićDragan	Lazić, Dragan	M	1953	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27659	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27660	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	CvetanovićGoran	Cvetanović, Goran	M	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27661	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27662	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	BaralićRajko	Baralić, Rajko	M	1957	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27663	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27664	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	JovanovićNataša	Jovanović, Nataša	F	1966	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27665	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27666	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	RužićBranko	Ružić, Branko	M	1975	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27667	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27668	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	RadulovićMilan	Radulović, Milan	M	1948	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27669	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27670	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	MitrovićSreten	Mitrović, Sreten	M	1954	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27671	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27672	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	ŠormazDragan	Šormaz, Dragan	M	1967	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27673	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27674	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	TodorovićDragan	Todorović, Dragan	M	1953	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27675	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27676	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	ŠabićRodoljub	Šabić, Rodoljub	M	1955	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27677	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27678	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	KitanovićTomislav	Kitanović, Tomislav	M	1959	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27679	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27680	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	KitanovićTomislav	Kitanović, Tomislav	M	1959	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27681	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27682	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	ŠabićRodoljub	Šabić, Rodoljub	M	1955	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27683	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27684	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	TomićŽeljko	Tomić, Željko	M	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27685	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27686	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PopLazićGordana	Pop-Lazić, Gordana	F	1956	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27687	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27688	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PopLazićGordana	Pop-Lazić, Gordana	F	1956	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27689	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27690	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MitrovićSiniša	Mitrović, Siniša	M	1961	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27691	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27692	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	ArsićJoca	Arsić, Joca	M	1948	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27693	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27694	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	ObradovićŽarko	Obradović, Žarko	M	1960	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27695	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27696	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MirčićMilorad	Mirčić, Milorad	M	1956	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27697	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27698	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MirčićMilorad	Mirčić, Milorad	M	1956	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27699	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27700	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MirčićMilorad	Mirčić, Milorad	M	1956	
ParlaMint-RS-en_2003-04-01-0	ParlaMint-RS_2003-04-01-0.u27701	Term 5, Meeting 2	2003-04-01	Unicameralism	5. mandat	-	Zasedanje 2	2003-04-01	-	Reference	English	Chairperson	MP	notMinister	DOS	Demokratska opozicija Srbije	Coalition	Big tent	MićićNataša	Mićić, Nataša	F	1965	
