Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2014-12-11-54-plenair-ip019x	ParlaMint-BE_2014-12-11-54-plenair-ip019x.u1	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-12-2014	2014-12-11	Lower house	Zittingperiode 54	-	Plenaire zitting 019 van 11-12-2014	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2014-12-11-54-plenair-ip019x	ParlaMint-BE_2014-12-11-54-plenair-ip019x.u2	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-12-2014	2014-12-11	Lower house	Zittingperiode 54	-	Plenaire zitting 019 van 11-12-2014	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2014-12-11-54-plenair-ip019x	ParlaMint-BE_2014-12-11-54-plenair-ip019x.u3	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-12-2014	2014-12-11	Lower house	Zittingperiode 54	-	Plenaire zitting 019 van 11-12-2014	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	PeetersKris	Peeters, Kris	M	1962	
ParlaMint-BE-en_2014-12-11-54-plenair-ip019x	ParlaMint-BE_2014-12-11-54-plenair-ip019x.u4	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-12-2014	2014-12-11	Lower house	Zittingperiode 54	-	Plenaire zitting 019 van 11-12-2014	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
ParlaMint-BE-en_2014-12-11-54-plenair-ip019x	ParlaMint-BE_2014-12-11-54-plenair-ip019x.u5	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 11-12-2014	2014-12-11	Lower house	Zittingperiode 54	-	Plenaire zitting 019 van 11-12-2014	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	BrackeSiegfried	Bracke, Siegfried	M	1953	
