Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u72	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u73	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandenbergheFrank	Vandenberghe, Frank	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u74	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u75	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandenbergheFrank	Vandenberghe, Frank	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u76	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u77	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandenbergheFrank	Vandenberghe, Frank	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u78	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u79	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	cdH	Centre démocrate humaniste	Coalition	Centre to centre-right	MatzVanessa	Matz, Vanessa	F	1973	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u80	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u81	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandenbergheFrank	Vandenberghe, Frank	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u82	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u83	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u84	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
