Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u73	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u74	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u75	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u76	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u77	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u78	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u79	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u80	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u81	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u82	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u83	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u84	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u85	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u86	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u87	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PP	Parti Populaire	-	Right to far-right	CarcaciAldo	Carcaci, Aldo	M	1949	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u88	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u89	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u90	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u91	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u92	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u93	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
