Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2014-07-30-54-plenair-ip004x	ParlaMint-BE_2014-07-30-54-plenair-ip004x.u1	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 30-07-2014	2014-07-30	Lower house	Zittingperiode 54	-	Plenaire zitting 004 van 30-07-2014	-	-	Reference	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2014-07-30-54-plenair-ip004x	ParlaMint-BE_2014-07-30-54-plenair-ip004x.u2	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 30-07-2014	2014-07-30	Lower house	Zittingperiode 54	-	Plenaire zitting 004 van 30-07-2014	-	-	Reference	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2014-07-30-54-plenair-ip004x	ParlaMint-BE_2014-07-30-54-plenair-ip004x.u3	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 30-07-2014	2014-07-30	Lower house	Zittingperiode 54	-	Plenaire zitting 004 van 30-07-2014	-	-	Reference	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2014-07-30-54-plenair-ip004x	ParlaMint-BE_2014-07-30-54-plenair-ip004x.u4	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 30-07-2014	2014-07-30	Lower house	Zittingperiode 54	-	Plenaire zitting 004 van 30-07-2014	-	-	Reference	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2014-07-30-54-plenair-ip004x	ParlaMint-BE_2014-07-30-54-plenair-ip004x.u5	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 30-07-2014	2014-07-30	Lower house	Zittingperiode 54	-	Plenaire zitting 004 van 30-07-2014	-	-	Reference	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2014-07-30-54-plenair-ip004x	ParlaMint-BE_2014-07-30-54-plenair-ip004x.u6	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 30-07-2014	2014-07-30	Lower house	Zittingperiode 54	-	Plenaire zitting 004 van 30-07-2014	-	-	Reference	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2014-07-30-54-plenair-ip004x	ParlaMint-BE_2014-07-30-54-plenair-ip004x.u7	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 30-07-2014	2014-07-30	Lower house	Zittingperiode 54	-	Plenaire zitting 004 van 30-07-2014	-	-	Reference	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2014-07-30-54-plenair-ip004x	ParlaMint-BE_2014-07-30-54-plenair-ip004x.u8	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 30-07-2014	2014-07-30	Lower house	Zittingperiode 54	-	Plenaire zitting 004 van 30-07-2014	-	-	Reference	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
ParlaMint-BE-en_2014-07-30-54-plenair-ip004x	ParlaMint-BE_2014-07-30-54-plenair-ip004x.u9	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 30-07-2014	2014-07-30	Lower house	Zittingperiode 54	-	Plenaire zitting 004 van 30-07-2014	-	-	Reference	English	Chairperson	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DewaelPatrick	Dewael, Patrick	M	1955	
