Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4826	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4837	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4838	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	PetkovićPetar	Petković, Petar	M	1980	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4839	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4840	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	MarkićevićMiroslav	Markićević, Miroslav	M	1958	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4841	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4842	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	MojovićGorica	Mojović, Gorica	F	1952	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4843	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4844	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	LintaMiodrag	Linta, Miodrag	M	1969	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4845	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4846	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	PopovićJudita	Popović, Judita	F	1956	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4847	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4848	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PastorIštvan	Pastor, Ištvan	U	-	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4849	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4850	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	LSV	Liga socijaldemokrata Vojvodine	Coalition	Centre-left	JerkovAleksandra	Jerkov, Aleksandra	F	1982	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4851	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4852	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	IlićVladimir	Ilić, Vladimir	M	1963	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4853	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4854	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	IlićVladimir	Ilić, Vladimir	M	1963	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4855	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4856	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	VeselinovićJanko	Veselinović, Janko	M	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4857	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4858	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	VeselinovićJanko	Veselinović, Janko	M	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4859	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4860	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	TomićDragan	Tomić, Dragan	M	1958	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4861	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4862	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	TomićDragan	Tomić, Dragan	M	1958	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4863	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4864	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SDPS	Socijaldemokratska partija Srbije	Coalition	Centre-left	MijatovićMilorad	Mijatović, Milorad	M	1947	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4865	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4866	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PastorIštvan	Pastor, Ištvan	U	-	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4867	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4868	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4869	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4870	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PastorIštvan	Pastor, Ištvan	U	-	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4871	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4872	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4873	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4874	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	ĐurićBojan	Đurić, Bojan	M	1978	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4875	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4876	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4877	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4878	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PastorIštvan	Pastor, Ištvan	U	-	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4879	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4880	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4881	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	PalalićJovan	Palalić, Jovan	M	1971	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4882	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4883	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PastorIštvan	Pastor, Ištvan	U	-	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4884	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4885	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	PalalićJovan	Palalić, Jovan	M	1971	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4886	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4887	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PastorIštvan	Pastor, Ištvan	U	-	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4888	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4889	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	KasalovićZoran	Kasalović, Zoran	M	1967	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4890	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4891	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	LučićLjiljana	Lučić, Ljiljana	F	1953	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4892	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4893	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4894	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4895	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	ArsićVeroljub	Arsić, Veroljub	M	1969	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4896	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4897	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PastorIštvan	Pastor, Ištvan	U	-	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4898	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4899	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SVM	Savez vojvođanskih Mađara	Opposition	Centre-right	VargaLászló	Varga, László	M	1976	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4900	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4901	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	MarkićevićMiroslav	Markićević, Miroslav	M	1958	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4902	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4903	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PastorIštvan	Pastor, Ištvan	U	-	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4904	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4905	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	MarkićevićMiroslav	Markićević, Miroslav	M	1958	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4906	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4907	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	LSV	Liga socijaldemokrata Vojvodine	Coalition	Centre-left	StojšićĐorđe	Stojšić, Đorđe	M	1977	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4908	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	PalalićJovan	Palalić, Jovan	M	1971	
