Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2632	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2633	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2634	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2635	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	MorčevDušica	Morčev, Dušica	F	1978	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2636	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2637	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	PetrovićMira	Petrović, Mira	F	1956	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2638	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2639	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	ArsićVeroljub	Arsić, Veroljub	M	1969	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2640	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2641	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	MićunovićDragoljub	Mićunović, Dragoljub	M	1930	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2642	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2643	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Regular	MP	notMinister	NSS	Narodna seljačka stranka	Coalition	Centre-right	RističevićMarijan	Rističević, Marijan	M	1958	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2644	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2645	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	VojićMarkovićMilica	Vojić Marković, Milica	F	1959	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2646	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2647	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	PetrovićMira	Petrović, Mira	F	1956	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2648	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2649	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	VojićMarkovićMilica	Vojić Marković, Milica	F	1959	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2650	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	RadovićMilica	Radović, Milica	F	1976	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2651	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2652	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	StošićMilorad	Stošić, Milorad	M	1954	
ParlaMint-RS-en_2012-09-26-0	ParlaMint-RS_2012-09-26-0.u2653	Term 9, Meeting v10	2012-09-26	Unicameralism	9. mandat	-	Zasedanje v10	2013-08-29	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
