Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Guest	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AdamKalous.1979	Kalous, Adam	M	1979	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	OndrejProfant.1988	Profant, Ondřej	M	1988	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	IvanAdamec.1960	Adamec, Ivan	M	1960	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	OndrejProfant.1988	Profant, Ondřej	M	1988	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	IvanAdamec.1960	Adamec, Ivan	M	1960	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u14	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	OndrejProfant.1988	Profant, Ondřej	M	1988	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u15	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u16	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u17	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u18	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	IvanAdamec.1960	Adamec, Ivan	M	1960	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u19	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u20	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Guest	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u21	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u22	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-008-025	ParlaMint-CZ_2020-03-10-ps2017-041-05-008-025.u23	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/025	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
