Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Opposition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Opposition	Centre to centre-right	VitRakusan.1978	Rakušan, Vít	M	1978	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u14	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u15	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u16	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-009-999	ParlaMint-CZ_2020-06-02-ps2017-049-05-009-999.u17	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/999	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
