Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-07-07-ps2017-054-01-003-030	ParlaMint-CZ_2020-07-07-ps2017-054-01-003-030.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-07-07	2020-07-07	Lower house	ps2017	-	ps2017/054	ps2017/054/01	ps2017/054/030	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-07-07-ps2017-054-01-003-030	ParlaMint-CZ_2020-07-07-ps2017-054-01-003-030.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-07-07	2020-07-07	Lower house	ps2017	-	ps2017/054	ps2017/054/01	ps2017/054/030	COVID	English	Guest	notMP	Minister	-	-	-	-	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2020-07-07-ps2017-054-01-003-030	ParlaMint-CZ_2020-07-07-ps2017-054-01-003-030.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-07-07	2020-07-07	Lower house	ps2017	-	ps2017/054	ps2017/054/01	ps2017/054/030	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-07-07-ps2017-054-01-003-030	ParlaMint-CZ_2020-07-07-ps2017-054-01-003-030.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-07-07	2020-07-07	Lower house	ps2017	-	ps2017/054	ps2017/054/01	ps2017/054/030	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelJuricek.1956	Juříček, Pavel	M	1956	
ParlaMint-CZ-en_2020-07-07-ps2017-054-01-003-030	ParlaMint-CZ_2020-07-07-ps2017-054-01-003-030.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-07-07	2020-07-07	Lower house	ps2017	-	ps2017/054	ps2017/054/01	ps2017/054/030	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-07-07-ps2017-054-01-003-030	ParlaMint-CZ_2020-07-07-ps2017-054-01-003-030.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-07-07	2020-07-07	Lower house	ps2017	-	ps2017/054	ps2017/054/01	ps2017/054/030	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelJuricek.1956	Juříček, Pavel	M	1956	
ParlaMint-CZ-en_2020-07-07-ps2017-054-01-003-030	ParlaMint-CZ_2020-07-07-ps2017-054-01-003-030.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-07-07	2020-07-07	Lower house	ps2017	-	ps2017/054	ps2017/054/01	ps2017/054/030	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-07-07-ps2017-054-01-003-030	ParlaMint-CZ_2020-07-07-ps2017-054-01-003-030.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-07-07	2020-07-07	Lower house	ps2017	-	ps2017/054	ps2017/054/01	ps2017/054/030	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanBauer.1969	Bauer, Jan	M	1969	
ParlaMint-CZ-en_2020-07-07-ps2017-054-01-003-030	ParlaMint-CZ_2020-07-07-ps2017-054-01-003-030.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-07-07	2020-07-07	Lower house	ps2017	-	ps2017/054	ps2017/054/01	ps2017/054/030	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-07-07-ps2017-054-01-003-030	ParlaMint-CZ_2020-07-07-ps2017-054-01-003-030.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-07-07	2020-07-07	Lower house	ps2017	-	ps2017/054	ps2017/054/01	ps2017/054/030	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JanLipavsky.1985	Lipavský, Jan	M	1985	
ParlaMint-CZ-en_2020-07-07-ps2017-054-01-003-030	ParlaMint-CZ_2020-07-07-ps2017-054-01-003-030.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-07-07	2020-07-07	Lower house	ps2017	-	ps2017/054	ps2017/054/01	ps2017/054/030	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
