Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-06-03-ps2017-049-06-015-379	ParlaMint-CZ_2020-06-03-ps2017-049-06-015-379.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-03	2020-06-03	Lower house	ps2017	-	ps2017/049	ps2017/049/06	ps2017/049/379	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-06-03-ps2017-049-06-015-379	ParlaMint-CZ_2020-06-03-ps2017-049-06-015-379.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-03	2020-06-03	Lower house	ps2017	-	ps2017/049	ps2017/049/06	ps2017/049/379	COVID	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Opposition	Centre to centre-right	VitRakusan.1978	Rakušan, Vít	M	1978	
ParlaMint-CZ-en_2020-06-03-ps2017-049-06-015-379	ParlaMint-CZ_2020-06-03-ps2017-049-06-015-379.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-03	2020-06-03	Lower house	ps2017	-	ps2017/049	ps2017/049/06	ps2017/049/379	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-06-03-ps2017-049-06-015-379	ParlaMint-CZ_2020-06-03-ps2017-049-06-015-379.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-03	2020-06-03	Lower house	ps2017	-	ps2017/049	ps2017/049/06	ps2017/049/379	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-06-03-ps2017-049-06-015-379	ParlaMint-CZ_2020-06-03-ps2017-049-06-015-379.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-03	2020-06-03	Lower house	ps2017	-	ps2017/049	ps2017/049/06	ps2017/049/379	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-06-03-ps2017-049-06-015-379	ParlaMint-CZ_2020-06-03-ps2017-049-06-015-379.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-03	2020-06-03	Lower house	ps2017	-	ps2017/049	ps2017/049/06	ps2017/049/379	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-06-03-ps2017-049-06-015-379	ParlaMint-CZ_2020-06-03-ps2017-049-06-015-379.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-03	2020-06-03	Lower house	ps2017	-	ps2017/049	ps2017/049/06	ps2017/049/379	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-06-03-ps2017-049-06-015-379	ParlaMint-CZ_2020-06-03-ps2017-049-06-015-379.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-03	2020-06-03	Lower house	ps2017	-	ps2017/049	ps2017/049/06	ps2017/049/379	COVID	English	Regular	notMP	Minister	-	-	-	-	TomasPetricek.1981	Petříček, Tomáš	M	1981	
ParlaMint-CZ-en_2020-06-03-ps2017-049-06-015-379	ParlaMint-CZ_2020-06-03-ps2017-049-06-015-379.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-03	2020-06-03	Lower house	ps2017	-	ps2017/049	ps2017/049/06	ps2017/049/379	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-06-03-ps2017-049-06-015-379	ParlaMint-CZ_2020-06-03-ps2017-049-06-015-379.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-03	2020-06-03	Lower house	ps2017	-	ps2017/049	ps2017/049/06	ps2017/049/379	COVID	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LubomirZaoralek.1956	Zaorálek, Lubomír	M	1956	
ParlaMint-CZ-en_2020-06-03-ps2017-049-06-015-379	ParlaMint-CZ_2020-06-03-ps2017-049-06-015-379.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-03	2020-06-03	Lower house	ps2017	-	ps2017/049	ps2017/049/06	ps2017/049/379	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
