Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-10-20-ps2017-062-01-002-502	ParlaMint-CZ_2020-10-20-ps2017-062-01-002-502.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-20	2020-10-20	Lower house	ps2017	-	ps2017/062	ps2017/062/01	ps2017/062/502	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-20-ps2017-062-01-002-502	ParlaMint-CZ_2020-10-20-ps2017-062-01-002-502.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-20	2020-10-20	Lower house	ps2017	-	ps2017/062	ps2017/062/01	ps2017/062/502	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2020-10-20-ps2017-062-01-002-502	ParlaMint-CZ_2020-10-20-ps2017-062-01-002-502.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-20	2020-10-20	Lower house	ps2017	-	ps2017/062	ps2017/062/01	ps2017/062/502	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-20-ps2017-062-01-002-502	ParlaMint-CZ_2020-10-20-ps2017-062-01-002-502.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-20	2020-10-20	Lower house	ps2017	-	ps2017/062	ps2017/062/01	ps2017/062/502	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	LukasCernohorsky.1984	Černohorský, Lukáš	M	1984	
ParlaMint-CZ-en_2020-10-20-ps2017-062-01-002-502	ParlaMint-CZ_2020-10-20-ps2017-062-01-002-502.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-20	2020-10-20	Lower house	ps2017	-	ps2017/062	ps2017/062/01	ps2017/062/502	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-20-ps2017-062-01-002-502	ParlaMint-CZ_2020-10-20-ps2017-062-01-002-502.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-20	2020-10-20	Lower house	ps2017	-	ps2017/062	ps2017/062/01	ps2017/062/502	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	PetrDolinek.1981	Dolínek, Petr	M	1981	
ParlaMint-CZ-en_2020-10-20-ps2017-062-01-002-502	ParlaMint-CZ_2020-10-20-ps2017-062-01-002-502.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-20	2020-10-20	Lower house	ps2017	-	ps2017/062	ps2017/062/01	ps2017/062/502	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-20-ps2017-062-01-002-502	ParlaMint-CZ_2020-10-20-ps2017-062-01-002-502.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-20	2020-10-20	Lower house	ps2017	-	ps2017/062	ps2017/062/01	ps2017/062/502	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	LukasCernohorsky.1984	Černohorský, Lukáš	M	1984	
ParlaMint-CZ-en_2020-10-20-ps2017-062-01-002-502	ParlaMint-CZ_2020-10-20-ps2017-062-01-002-502.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-20	2020-10-20	Lower house	ps2017	-	ps2017/062	ps2017/062/01	ps2017/062/502	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-20-ps2017-062-01-002-502	ParlaMint-CZ_2020-10-20-ps2017-062-01-002-502.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-20	2020-10-20	Lower house	ps2017	-	ps2017/062	ps2017/062/01	ps2017/062/502	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	PetrDolinek.1981	Dolínek, Petr	M	1981	
ParlaMint-CZ-en_2020-10-20-ps2017-062-01-002-502	ParlaMint-CZ_2020-10-20-ps2017-062-01-002-502.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-20	2020-10-20	Lower house	ps2017	-	ps2017/062	ps2017/062/01	ps2017/062/502	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
