Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-03-11-ps2017-041-06-010-189	ParlaMint-CZ_2020-03-11-ps2017-041-06-010-189.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-11	2020-03-11	Lower house	ps2017	-	ps2017/041	ps2017/041/06	ps2017/041/189	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2020-03-11-ps2017-041-06-010-189	ParlaMint-CZ_2020-03-11-ps2017-041-06-010-189.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-11	2020-03-11	Lower house	ps2017	-	ps2017/041	ps2017/041/06	ps2017/041/189	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-03-11-ps2017-041-06-010-189	ParlaMint-CZ_2020-03-11-ps2017-041-06-010-189.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-11	2020-03-11	Lower house	ps2017	-	ps2017/041	ps2017/041/06	ps2017/041/189	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2020-03-11-ps2017-041-06-010-189	ParlaMint-CZ_2020-03-11-ps2017-041-06-010-189.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-11	2020-03-11	Lower house	ps2017	-	ps2017/041	ps2017/041/06	ps2017/041/189	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-03-11-ps2017-041-06-010-189	ParlaMint-CZ_2020-03-11-ps2017-041-06-010-189.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-11	2020-03-11	Lower house	ps2017	-	ps2017/041	ps2017/041/06	ps2017/041/189	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-03-11-ps2017-041-06-010-189	ParlaMint-CZ_2020-03-11-ps2017-041-06-010-189.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-11	2020-03-11	Lower house	ps2017	-	ps2017/041	ps2017/041/06	ps2017/041/189	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-03-11-ps2017-041-06-010-189	ParlaMint-CZ_2020-03-11-ps2017-041-06-010-189.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-11	2020-03-11	Lower house	ps2017	-	ps2017/041	ps2017/041/06	ps2017/041/189	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2020-03-11-ps2017-041-06-010-189	ParlaMint-CZ_2020-03-11-ps2017-041-06-010-189.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-11	2020-03-11	Lower house	ps2017	-	ps2017/041	ps2017/041/06	ps2017/041/189	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
