Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-04-28-ps2017-047-01-004-004	ParlaMint-CZ_2020-04-28-ps2017-047-01-004-004.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-28	2020-04-28	Lower house	ps2017	-	ps2017/047	ps2017/047/01	ps2017/047/004	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-04-28-ps2017-047-01-004-004	ParlaMint-CZ_2020-04-28-ps2017-047-01-004-004.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-28	2020-04-28	Lower house	ps2017	-	ps2017/047	ps2017/047/01	ps2017/047/004	COVID	English	Guest	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2020-04-28-ps2017-047-01-004-004	ParlaMint-CZ_2020-04-28-ps2017-047-01-004-004.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-28	2020-04-28	Lower house	ps2017	-	ps2017/047	ps2017/047/01	ps2017/047/004	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-04-28-ps2017-047-01-004-004	ParlaMint-CZ_2020-04-28-ps2017-047-01-004-004.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-28	2020-04-28	Lower house	ps2017	-	ps2017/047	ps2017/047/01	ps2017/047/004	COVID	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AdamVojtech.1986	Vojtěch, Adam	M	1986	
ParlaMint-CZ-en_2020-04-28-ps2017-047-01-004-004	ParlaMint-CZ_2020-04-28-ps2017-047-01-004-004.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-28	2020-04-28	Lower house	ps2017	-	ps2017/047	ps2017/047/01	ps2017/047/004	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-04-28-ps2017-047-01-004-004	ParlaMint-CZ_2020-04-28-ps2017-047-01-004-004.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-28	2020-04-28	Lower house	ps2017	-	ps2017/047	ps2017/047/01	ps2017/047/004	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2020-04-28-ps2017-047-01-004-004	ParlaMint-CZ_2020-04-28-ps2017-047-01-004-004.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-28	2020-04-28	Lower house	ps2017	-	ps2017/047	ps2017/047/01	ps2017/047/004	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-04-28-ps2017-047-01-004-004	ParlaMint-CZ_2020-04-28-ps2017-047-01-004-004.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-28	2020-04-28	Lower house	ps2017	-	ps2017/047	ps2017/047/01	ps2017/047/004	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2020-04-28-ps2017-047-01-004-004	ParlaMint-CZ_2020-04-28-ps2017-047-01-004-004.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-28	2020-04-28	Lower house	ps2017	-	ps2017/047	ps2017/047/01	ps2017/047/004	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-04-28-ps2017-047-01-004-004	ParlaMint-CZ_2020-04-28-ps2017-047-01-004-004.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-28	2020-04-28	Lower house	ps2017	-	ps2017/047	ps2017/047/01	ps2017/047/004	COVID	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AdamVojtech.1986	Vojtěch, Adam	M	1986	
ParlaMint-CZ-en_2020-04-28-ps2017-047-01-004-004	ParlaMint-CZ_2020-04-28-ps2017-047-01-004-004.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-28	2020-04-28	Lower house	ps2017	-	ps2017/047	ps2017/047/01	ps2017/047/004	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
