Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-018-204	ParlaMint-CZ_2020-02-13-ps2017-040-11-018-204.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/204	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-018-204	ParlaMint-CZ_2020-02-13-ps2017-040-11-018-204.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/204	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-018-204	ParlaMint-CZ_2020-02-13-ps2017-040-11-018-204.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/204	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-018-204	ParlaMint-CZ_2020-02-13-ps2017-040-11-018-204.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/204	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JiriStrycek.1959	Strýček, Jiří	M	1959	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-018-204	ParlaMint-CZ_2020-02-13-ps2017-040-11-018-204.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/204	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-018-204	ParlaMint-CZ_2020-02-13-ps2017-040-11-018-204.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/204	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-018-204	ParlaMint-CZ_2020-02-13-ps2017-040-11-018-204.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/204	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-018-204	ParlaMint-CZ_2020-02-13-ps2017-040-11-018-204.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/204	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	PetrDolinek.1981	Dolínek, Petr	M	1981	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-018-204	ParlaMint-CZ_2020-02-13-ps2017-040-11-018-204.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/204	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-018-204	ParlaMint-CZ_2020-02-13-ps2017-040-11-018-204.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/204	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-018-204	ParlaMint-CZ_2020-02-13-ps2017-040-11-018-204.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/204	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-018-204	ParlaMint-CZ_2020-02-13-ps2017-040-11-018-204.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/204	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-018-204	ParlaMint-CZ_2020-02-13-ps2017-040-11-018-204.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/204	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
