Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-04-07-ps2017-044-01-000-000	ParlaMint-CZ_2020-04-07-ps2017-044-01-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-07	2020-04-07	Lower house	ps2017	-	ps2017/044	ps2017/044/01	ps2017/044/000	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-04-07-ps2017-044-01-000-000	ParlaMint-CZ_2020-04-07-ps2017-044-01-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-07	2020-04-07	Lower house	ps2017	-	ps2017/044	ps2017/044/01	ps2017/044/000	COVID	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Opposition	Centre to centre-right	VitRakusan.1978	Rakušan, Vít	M	1978	
ParlaMint-CZ-en_2020-04-07-ps2017-044-01-000-000	ParlaMint-CZ_2020-04-07-ps2017-044-01-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-07	2020-04-07	Lower house	ps2017	-	ps2017/044	ps2017/044/01	ps2017/044/000	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-04-07-ps2017-044-01-000-000	ParlaMint-CZ_2020-04-07-ps2017-044-01-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-07	2020-04-07	Lower house	ps2017	-	ps2017/044	ps2017/044/01	ps2017/044/000	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2020-04-07-ps2017-044-01-000-000	ParlaMint-CZ_2020-04-07-ps2017-044-01-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-07	2020-04-07	Lower house	ps2017	-	ps2017/044	ps2017/044/01	ps2017/044/000	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-04-07-ps2017-044-01-000-000	ParlaMint-CZ_2020-04-07-ps2017-044-01-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-07	2020-04-07	Lower house	ps2017	-	ps2017/044	ps2017/044/01	ps2017/044/000	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2020-04-07-ps2017-044-01-000-000	ParlaMint-CZ_2020-04-07-ps2017-044-01-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-07	2020-04-07	Lower house	ps2017	-	ps2017/044	ps2017/044/01	ps2017/044/000	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-04-07-ps2017-044-01-000-000	ParlaMint-CZ_2020-04-07-ps2017-044-01-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-07	2020-04-07	Lower house	ps2017	-	ps2017/044	ps2017/044/01	ps2017/044/000	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2020-04-07-ps2017-044-01-000-000	ParlaMint-CZ_2020-04-07-ps2017-044-01-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-07	2020-04-07	Lower house	ps2017	-	ps2017/044	ps2017/044/01	ps2017/044/000	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-04-07-ps2017-044-01-000-000	ParlaMint-CZ_2020-04-07-ps2017-044-01-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-07	2020-04-07	Lower house	ps2017	-	ps2017/044	ps2017/044/01	ps2017/044/000	COVID	English	Regular	MP	notMinister	ODS	Civic Democratic Party	-	Centre-right to right	VaclavKlaus.1969	Klaus, Václav	M	1969	
ParlaMint-CZ-en_2020-04-07-ps2017-044-01-000-000	ParlaMint-CZ_2020-04-07-ps2017-044-01-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-07	2020-04-07	Lower house	ps2017	-	ps2017/044	ps2017/044/01	ps2017/044/000	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-04-07-ps2017-044-01-000-000	ParlaMint-CZ_2020-04-07-ps2017-044-01-000-000.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-07	2020-04-07	Lower house	ps2017	-	ps2017/044	ps2017/044/01	ps2017/044/000	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	MikulasFerjencik.1987	Ferjenčík, Mikuláš	M	1987	
ParlaMint-CZ-en_2020-04-07-ps2017-044-01-000-000	ParlaMint-CZ_2020-04-07-ps2017-044-01-000-000.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-07	2020-04-07	Lower house	ps2017	-	ps2017/044	ps2017/044/01	ps2017/044/000	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
