Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Guest	MP	notMinister	-	-	-	-	SarkaJelinkova	Jelínková, Šárka	F	-	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Guest	MP	notMinister	-	-	-	-	SarkaJelinkova	Jelínková, Šárka	F	-	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u14	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u15	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u16	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JosefHajek.1956	Hájek, Josef	M	1956	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u17	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u18	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u19	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u20	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u21	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u22	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2020-05-26-ps2017-049-01-003-005	ParlaMint-CZ_2020-05-26-ps2017-049-01-003-005.u23	Parliament of the Czech Republic, Chamber of Deputies, 2020-05-26	2020-05-26	Lower house	ps2017	-	ps2017/049	ps2017/049/01	ps2017/049/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
