Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RomanKubicek.1963	Kubíček, Roman	M	1963	
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-27-ps2017-062-05-000-000	ParlaMint-CZ_2020-10-27-ps2017-062-05-000-000.u14	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-27	2020-10-27	Lower house	ps2017	-	ps2017/062	ps2017/062/05	ps2017/062/000	COVID	English	Regular	MP	notMinister	SPD	Freedom and Direct Democracy - Tomio Okamura	-	Right to far-right	MarianBojko.1962	Bojko, Marian	M	1962	
