Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-10-07-ps2017-061-01-003-005	ParlaMint-CZ_2020-10-07-ps2017-061-01-003-005.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-07	2020-10-07	Lower house	ps2017	-	ps2017/061	ps2017/061/01	ps2017/061/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-07-ps2017-061-01-003-005	ParlaMint-CZ_2020-10-07-ps2017-061-01-003-005.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-07	2020-10-07	Lower house	ps2017	-	ps2017/061	ps2017/061/01	ps2017/061/005	COVID	English	Guest	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2020-10-07-ps2017-061-01-003-005	ParlaMint-CZ_2020-10-07-ps2017-061-01-003-005.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-07	2020-10-07	Lower house	ps2017	-	ps2017/061	ps2017/061/01	ps2017/061/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-07-ps2017-061-01-003-005	ParlaMint-CZ_2020-10-07-ps2017-061-01-003-005.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-07	2020-10-07	Lower house	ps2017	-	ps2017/061	ps2017/061/01	ps2017/061/005	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2020-10-07-ps2017-061-01-003-005	ParlaMint-CZ_2020-10-07-ps2017-061-01-003-005.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-07	2020-10-07	Lower house	ps2017	-	ps2017/061	ps2017/061/01	ps2017/061/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-07-ps2017-061-01-003-005	ParlaMint-CZ_2020-10-07-ps2017-061-01-003-005.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-07	2020-10-07	Lower house	ps2017	-	ps2017/061	ps2017/061/01	ps2017/061/005	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadekKoten.1965	Koten, Radek	M	1965	
ParlaMint-CZ-en_2020-10-07-ps2017-061-01-003-005	ParlaMint-CZ_2020-10-07-ps2017-061-01-003-005.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-07	2020-10-07	Lower house	ps2017	-	ps2017/061	ps2017/061/01	ps2017/061/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-07-ps2017-061-01-003-005	ParlaMint-CZ_2020-10-07-ps2017-061-01-003-005.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-07	2020-10-07	Lower house	ps2017	-	ps2017/061	ps2017/061/01	ps2017/061/005	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JaroslavHolik.1953	Holík, Jaroslav	M	1953	
ParlaMint-CZ-en_2020-10-07-ps2017-061-01-003-005	ParlaMint-CZ_2020-10-07-ps2017-061-01-003-005.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-07	2020-10-07	Lower house	ps2017	-	ps2017/061	ps2017/061/01	ps2017/061/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-10-07-ps2017-061-01-003-005	ParlaMint-CZ_2020-10-07-ps2017-061-01-003-005.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-07	2020-10-07	Lower house	ps2017	-	ps2017/061	ps2017/061/01	ps2017/061/005	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JiriKobza.1955	Kobza, Jiří	M	1955	
ParlaMint-CZ-en_2020-10-07-ps2017-061-01-003-005	ParlaMint-CZ_2020-10-07-ps2017-061-01-003-005.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-07	2020-10-07	Lower house	ps2017	-	ps2017/061	ps2017/061/01	ps2017/061/005	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
